,Wikipedia movie ID,averageRating,numVotes
131,26615659,5.8,132.0
132,3222645,7.1,35.0
133,20204625,6.8,196.0
134,13613357,5.7,121.0
135,1305819,5.6,14331.0
136,25790807,7.4,133.0
139,12142896,5.2,91.0
140,35847891,7.8,9281.0
141,14494806,6.8,39.0
142,32972053,5.5,22.0
143,13021375,6.4,12.0
144,9169526,4.5,21.0
145,1031231,8.0,56968.0
146,9912537,5.6,9.0
147,27002888,7.0,1427.0
149,6342767,4.8,330.0
150,18524941,4.0,879.0
151,18066159,6.7,127.0
152,19031505,5.7,140.0
153,23666949,4.7,21.0
154,180917,6.3,242.0
155,6305925,6.3,23425.0
156,196176,7.4,65414.0
157,34454683,5.4,86.0
158,9944484,8.1,67192.0
159,33872851,6.4,461.0
160,34702021,6.0,2841.0
161,2509881,4.5,13545.0
162,19569910,7.8,1469.0
163,12832450,6.9,187.0
164,13091003,8.1,48.0
165,28742538,5.4,725.0
166,12409066,5.3,49.0
167,26137128,4.4,2870.0
168,23445121,6.6,1591.0
169,15739559,5.3,13.0
170,32839744,5.3,265.0
171,34470083,6.2,1216.0
172,30658112,3.1,13.0
173,16304395,6.2,1013.0
174,748616,8.0,87729.0
175,36151270,5.4,37.0
176,33956317,7.4,55.0
178,31505444,5.0,19.0
179,336846,7.2,306934.0
180,27463222,4.9,27658.0
181,3179118,7.0,3023.0
182,3249964,7.0,4322.0
183,21906878,7.1,387.0
184,142911,6.5,921.0
185,15007384,7.2,435.0
186,31751930,7.4,72.0
187,23968563,5.6,135.0
188,11692389,7.5,3117.0
189,31256008,6.8,9.0
190,2316181,7.6,83.0
192,8366514,5.9,1436.0
193,3829646,7.1,11380.0
194,29146560,6.5,307.0
195,3310726,5.9,1154.0
196,27874961,6.0,2355.0
197,3033993,7.0,65908.0
198,1588008,6.6,844.0
199,13291849,5.1,1193.0
201,5696825,6.0,20183.0
202,6795113,5.1,165.0
203,30173306,5.2,47.0
204,30405742,7.1,157.0
205,32852698,6.0,404.0
206,254465,6.1,12.0
207,103021,7.5,89524.0
208,21793185,5.3,17.0
209,33144131,8.2,691.0
211,1940449,4.2,55333.0
212,18496109,6.4,28.0
213,5384210,5.5,147.0
214,6795107,6.2,362.0
215,2174795,7.9,133.0
216,30109815,6.5,202.0
217,73842,7.1,3731.0
219,28649243,7.1,1093.0
220,27365295,5.5,557.0
221,6703617,8.1,73.0
222,14294670,4.6,338.0
223,22466518,7.0,482.0
224,20545821,8.0,14.0
226,21737016,5.9,955.0
227,19389755,5.8,12.0
228,29174042,7.8,22.0
230,29851917,5.0,245.0
231,362719,6.7,1251.0
232,2870618,6.5,177.0
233,21271533,6.8,9358.0
234,18821340,8.8,22.0
235,16055450,5.5,468.0
238,17486320,7.8,74.0
239,7696753,6.9,20754.0
242,17379289,5.1,4952.0
244,23066641,5.6,224.0
245,17960503,6.0,284.0
246,10705531,7.1,14681.0
247,4459059,6.2,618.0
248,6471697,5.2,1505.0
249,413207,6.6,1574.0
250,14886428,6.0,163.0
251,4069274,4.4,3581.0
252,1643787,4.5,818.0
253,3681139,6.2,13354.0
254,35923481,5.8,4398.0
255,11013589,6.3,53.0
256,26205476,6.1,290.0
257,20365034,4.0,15.0
258,8955475,6.9,12.0
259,5685826,6.9,48.0
260,24234630,4.5,221.0
261,5549065,8.3,3942.0
262,14543900,5.1,2256.0
265,14739568,6.9,330.0
266,22644083,7.2,23.0
267,171058,7.5,63119.0
268,2608958,5.8,74.0
269,21618909,6.7,1348.0
270,26624119,5.3,2097.0
271,6273971,7.5,606.0
272,2546429,6.0,61147.0
273,25947106,5.3,74.0
274,9916335,7.3,9.0
275,2596816,5.8,113.0
276,20553214,4.9,423.0
277,3927698,3.2,200.0
278,31686022,5.0,512.0
279,25753113,6.3,84.0
280,6792375,5.4,512.0
281,24416479,4.1,3648.0
282,31021783,6.5,1085.0
283,14773122,6.4,624.0
284,36166216,5.4,1069.0
285,1688879,6.9,1058.0
286,12490207,6.3,17.0
287,20904045,7.1,76.0
288,29468997,7.1,526.0
289,2574970,5.5,235.0
290,240088,8.2,13168.0
291,14881706,7.6,139.0
292,29141182,6.4,20.0
293,32584198,4.2,1104.0
294,31613768,5.4,280.0
295,6170621,7.8,7256.0
296,33148159,6.7,38.0
297,24053482,8.0,9.0
298,11252861,7.4,41.0
299,32345990,6.9,58.0
302,1033297,6.6,293745.0
303,21236198,5.2,196.0
304,9105523,6.6,1188.0
305,15737392,5.5,91.0
306,31025770,4.8,30.0
308,31155676,6.8,7.0
309,32400923,4.6,133.0
310,25393275,7.1,449.0
311,12510319,5.9,1137.0
312,17594419,6.8,1869.0
313,207680,6.5,31190.0
314,5771666,5.7,53.0
315,36422018,4.3,21.0
316,7489503,5.9,135.0
317,27667647,7.8,19.0
319,33006259,4.7,1160.0
320,15221045,5.8,15.0
321,12802045,7.7,49.0
322,33559533,4.6,9.0
323,7235116,6.1,12051.0
324,13723442,5.2,241.0
325,24862266,4.6,391.0
326,5254729,6.0,19713.0
327,5007743,7.2,1056.0
328,22695715,7.6,4960.0
329,2051395,6.5,4534.0
330,19168185,6.2,1551.0
331,11943972,7.0,1319.0
332,1393873,6.2,134.0
333,24291753,5.6,234.0
334,20648586,7.5,1373.0
335,7447592,7.0,974.0
336,3865579,3.1,18.0
338,3959961,9.0,14.0
339,235331,8.3,21674.0
340,32494263,8.3,3904.0
342,9560806,7.8,2213.0
343,27504492,6.4,1521.0
344,22697314,8.1,33400.0
345,1249014,7.4,23939.0
346,18620635,6.6,321.0
348,35516437,7.9,53.0
350,35785312,6.3,67.0
351,20506905,6.3,7576.0
352,28360743,6.3,84.0
353,30624204,6.1,30.0
356,30551885,5.8,64.0
357,20634623,5.9,801.0
359,31915495,8.0,467.0
360,13931033,6.6,1032.0
361,2172156,8.9,8865.0
362,14109452,6.3,601.0
363,4783144,5.4,7822.0
364,23454846,2.1,307.0
365,4058835,7.9,891.0
366,7583494,6.1,637.0
367,16183379,7.4,72.0
368,24282238,5.5,77.0
369,19314444,6.3,9.0
371,2642180,6.9,2003.0
372,24320836,6.4,129.0
373,12384049,5.8,526.0
374,25019575,7.6,12.0
375,31251203,5.7,16.0
376,15858518,7.2,212.0
377,29016627,5.7,76.0
378,16572418,5.8,16.0
379,33544694,5.4,49990.0
380,6004372,6.7,4128.0
381,4473622,7.0,7943.0
382,33639428,6.6,84.0
383,20484431,5.5,20.0
384,14840648,6.9,42.0
385,3867110,7.1,1201.0
386,7251994,5.8,89.0
387,10366326,5.1,459.0
388,1924820,7.4,10.0
390,22332882,7.6,10362.0
391,11686007,5.8,531.0
393,9384481,5.0,408.0
394,8637169,5.8,2937.0
395,30957142,6.5,3638.0
396,7731853,7.5,2190.0
397,21752299,5.4,659.0
398,12091274,6.0,2512.0
399,856733,5.3,247.0
400,36320373,6.4,691.0
402,24789247,6.8,384.0
403,8887199,6.1,593.0
404,28352636,4.6,236.0
405,20018854,5.6,67.0
406,76345,6.6,21497.0
407,7582987,6.0,380.0
408,28858056,6.2,15.0
409,24021571,5.9,15865.0
410,1854612,4.5,4608.0
411,3341998,7.3,4116.0
412,11696799,6.2,727.0
413,4926447,5.7,1883.0
414,10594195,6.5,697.0
415,25836931,6.5,14.0
416,1226289,5.1,15523.0
417,20579729,8.5,21.0
418,20393685,6.4,267.0
420,7914269,7.9,124.0
421,29273489,5.8,709.0
422,35987606,7.0,109.0
423,26726624,6.9,28.0
425,12061267,7.9,27.0
426,30351781,6.8,11.0
428,3475071,6.5,11768.0
430,23688100,6.5,389.0
432,2450188,6.5,751.0
433,20611297,6.1,148.0
434,19107318,6.6,111.0
436,34336017,6.3,2395.0
437,44218,7.1,6201.0
439,1135297,6.0,7519.0
440,906380,6.9,738.0
441,7882413,7.3,1709.0
442,31094908,6.4,89.0
443,33773022,6.4,518.0
444,17024723,6.8,644.0
445,18848953,5.3,461.0
446,19837210,5.2,3713.0
448,9215946,6.4,1306.0
449,30994230,5.5,151.0
450,29024029,5.6,33.0
451,7014201,4.6,3011.0
452,30744671,7.4,19.0
453,15948971,5.0,22.0
454,12452237,6.7,295.0
455,15790701,5.5,21.0
456,24732078,5.9,70.0
457,7752732,4.3,12129.0
458,19950563,5.8,12.0
459,11220896,5.6,645.0
460,31457076,5.4,16.0
461,19576505,7.0,75.0
463,19961614,6.0,22.0
464,9678161,6.7,692.0
466,8190464,6.0,14.0
467,31633054,4.6,714.0
468,20581194,4.6,14.0
469,4038269,7.5,9.0
470,3809621,7.6,5062.0
471,7082486,7.5,1481.0
472,21209475,6.1,795.0
473,1957472,6.0,2851.0
474,3210963,2.5,1107.0
475,9086301,5.3,175.0
477,31196941,6.5,59.0
478,1307956,7.1,10829.0
479,15890474,6.0,75.0
480,20694087,5.6,452.0
481,2216254,5.7,3231.0
484,10972420,7.4,189.0
485,23435357,3.7,1330.0
486,30548208,8.5,8.0
487,18900393,6.3,190.0
488,9846672,6.0,45.0
489,29499560,3.8,1357.0
490,27064671,7.0,2049.0
491,2524925,5.6,6690.0
492,4002677,7.6,62595.0
493,1964091,7.3,291.0
494,9855335,3.7,25.0
495,26687336,5.7,4667.0
497,28330207,6.8,1326.0
498,9404578,7.7,58161.0
501,1094668,6.4,15486.0
502,7267251,5.8,964.0
503,6721185,5.7,2373.0
504,3917900,5.9,92.0
505,3899153,7.4,7273.0
506,16791637,4.9,745.0
507,7173668,6.6,306.0
508,4031676,8.1,653.0
509,1028671,6.0,171.0
510,27480248,6.7,75.0
511,15388340,6.0,116.0
512,1378672,6.3,14491.0
513,34131426,6.9,31.0
514,22643691,6.4,65.0
515,3917891,7.3,6060.0
516,30729485,5.9,222.0
517,32789457,9.2,5501.0
518,24272584,6.8,26.0
519,1641416,7.7,1943.0
520,26712095,8.3,21.0
521,7939249,7.5,1797.0
522,22358819,6.9,48559.0
523,9962209,7.0,507.0
524,1748912,7.7,24170.0
525,9855320,7.5,18.0
526,706803,6.3,63.0
527,32804099,8.1,25.0
528,25716411,7.0,1167.0
529,29508267,6.2,55.0
530,5933936,6.0,546.0
531,20206687,6.8,53.0
532,1851703,6.7,14660.0
533,9201207,6.0,33.0
535,20437960,6.2,377.0
536,6638546,4.8,617.0
537,3917873,6.9,51530.0
538,5363369,6.4,3768.0
539,26890096,4.5,5327.0
540,36208311,7.7,14.0
541,7266768,5.2,3881.0
542,14217965,7.3,11.0
543,10205199,7.5,4035.0
545,444919,6.1,673.0
546,3670013,5.6,1081.0
547,2298689,6.1,136.0
548,11599737,6.2,137.0
549,1033477,4.8,26715.0
550,29419841,7.1,1367.0
551,27498733,5.3,307.0
552,12287578,7.6,2796.0
553,9751550,5.2,2284.0
554,24300269,5.8,2547.0
556,6613755,4.9,822.0
557,18848111,4.7,254.0
558,19801670,6.2,444.0
561,32505827,6.9,288.0
562,11467890,6.7,5817.0
563,33152192,6.4,136.0
565,34536797,7.9,795.0
566,14710585,4.0,457.0
567,1097249,5.7,425.0
569,6515754,8.5,60.0
570,6973699,4.4,2171.0
571,7281088,4.4,1635.0
572,23028763,7.5,598.0
573,23753154,8.1,29.0
574,34694618,6.3,73.0
575,33096336,6.4,65806.0
576,5181423,6.6,364.0
577,31348830,8.3,6343.0
578,9899642,7.3,33.0
579,26068632,8.0,3855.0
580,21132951,7.9,498.0
581,7154611,6.5,1634.0
582,33459944,5.3,47.0
583,7521477,6.8,228.0
585,4953051,6.8,520.0
586,22592501,4.4,18.0
587,1904367,7.3,2808.0
588,28542372,5.5,4061.0
589,9104619,6.8,681.0
590,20695394,5.7,210.0
591,34235410,2.6,2527.0
592,21312403,6.3,383.0
593,24207129,7.3,42.0
594,28400904,6.6,218.0
595,31337689,6.2,216.0
596,31814576,6.0,76.0
600,15096320,6.0,224.0
602,7280802,3.0,450.0
603,1533733,7.7,6229.0
604,34061686,6.0,33.0
606,10706435,7.0,42.0
608,5464664,6.0,467.0
609,32529406,3.3,13.0
612,25897109,5.4,3660.0
613,24051028,7.5,4579.0
614,29801922,2.6,1175.0
615,14734420,5.9,266.0
616,7536753,6.4,7.0
617,34525535,5.1,315.0
618,8763366,6.1,1447.0
621,7876902,7.4,33.0
622,25847898,6.7,120.0
623,13293417,7.3,1616.0
624,9429240,5.0,39.0
626,24009114,6.2,1175.0
627,29258922,6.8,154.0
629,10142493,7.1,430.0
630,22644907,6.7,1121.0
631,9408752,8.1,556.0
632,5774478,7.6,151.0
633,25214436,3.0,282.0
635,31025101,5.6,7.0
636,1169305,6.0,528.0
637,22378288,6.1,114.0
638,19036329,5.9,469.0
639,12771649,4.9,273.0
641,20695060,5.6,122.0
642,33023297,4.5,1210.0
644,11227773,6.2,222.0
645,24011286,5.6,95.0
646,9889964,5.8,1861.0
647,28388755,6.2,1902.0
648,5884079,6.5,3808.0
649,4633426,6.6,265.0
650,1781048,5.6,2454.0
651,29661508,5.7,256.0
652,28024741,6.9,175.0
653,9993309,6.0,8.0
654,20567826,5.4,17.0
655,15670779,7.5,23.0
656,28736289,6.1,567.0
657,31227417,7.1,73.0
658,17807776,3.7,75.0
659,2553539,7.1,15.0
660,14709757,5.7,353.0
661,32956142,6.5,110.0
662,26900805,6.2,29.0
663,17028988,4.3,429.0
664,8088400,7.0,155.0
665,15337014,6.2,2687.0
666,17635680,7.2,39.0
667,19840260,7.0,286.0
668,36524453,7.3,158.0
669,8316526,6.6,1859.0
670,817057,6.6,33008.0
671,33616397,4.6,120.0
672,18053600,6.4,224.0
673,29004995,7.2,18430.0
674,9993314,6.7,30.0
675,399402,6.6,62.0
676,29302351,6.9,23.0
677,19134776,5.6,249.0
678,19803330,6.8,165.0
679,31157561,6.3,465.0
680,22224559,6.3,161.0
681,1222278,8.2,24661.0
683,13726036,6.1,268.0
687,937852,5.8,32.0
688,7586366,7.0,233.0
690,23346792,5.6,113.0
691,12868752,5.2,146.0
692,4200912,4.7,2168.0
693,7844547,6.5,232.0
694,3163300,7.5,190.0
695,27044179,6.1,132.0
696,22342112,6.5,174.0
697,34624303,5.1,173.0
698,4836072,7.7,103112.0
699,2121431,6.5,8927.0
700,5446828,7.4,216.0
701,31782747,5.1,21.0
703,7323666,7.2,898.0
704,18579003,6.8,245.0
705,7922428,7.8,439.0
706,29804533,6.5,185.0
707,5923472,2.4,427.0
708,6644109,8.0,7.0
709,14544711,7.0,2185.0
710,35618397,5.3,104.0
711,21426256,7.9,94.0
712,36410662,6.5,100.0
713,9985474,6.1,231.0
714,11361551,7.0,3249.0
715,3340222,8.1,11311.0
716,1132138,6.3,4691.0
717,11921020,6.1,19334.0
718,19935159,3.6,12.0
719,13457871,6.2,347.0
720,736262,7.0,22504.0
721,5469928,6.5,10181.0
722,4360088,7.2,74949.0
724,3579544,7.1,187.0
725,24048171,4.5,1276.0
726,34090675,4.1,590.0
727,5480947,7.4,185.0
728,31322416,7.1,15.0
729,17007014,5.6,66.0
730,34594999,7.5,24.0
731,21088136,7.8,3736.0
732,6109092,4.9,1780.0
733,2262277,7.9,10260.0
734,5125134,5.0,4649.0
735,19511466,5.7,142.0
736,5240350,5.7,3187.0
737,33412374,2.8,318.0
739,10624891,5.5,1105.0
740,14076924,6.2,2755.0
741,20138604,6.8,529.0
742,32896184,5.6,360.0
743,32066330,6.7,1983.0
744,32777931,6.5,42.0
745,18195326,6.8,68.0
746,30864413,4.4,630.0
747,13365023,6.6,3020.0
748,22475578,7.7,234.0
749,24292756,6.0,3291.0
750,26446859,6.8,25.0
751,17839776,7.2,538.0
752,8913767,8.2,75.0
753,8889869,6.1,3608.0
754,21234681,5.0,3405.0
756,7376595,7.0,1305.0
757,414368,7.3,1194.0
758,20762723,7.1,373.0
760,24434151,7.3,10958.0
762,20465302,6.8,68.0
763,7376439,5.5,968.0
764,4188689,5.2,2010.0
765,10345537,6.9,177.0
766,34992168,5.3,10.0
769,24021186,6.4,344.0
770,249406,7.3,17766.0
771,2295231,6.5,1264.0
772,22994034,6.7,747.0
773,22743224,7.6,225.0
774,8743599,6.3,84.0
775,22644468,5.7,86.0
776,7544443,7.3,3084.0
778,7566281,6.6,100.0
779,27383563,5.0,33.0
780,6242699,5.0,1267.0
781,7100124,7.5,775.0
782,16943307,7.3,104.0
783,30975925,4.7,405.0
784,7567438,5.4,78.0
786,22946282,7.0,202.0
787,28492939,6.8,258.0
788,23248065,6.7,5973.0
789,3694061,6.2,2727.0
790,17683356,6.9,84.0
791,5445021,6.8,124.0
793,6847340,6.4,155.0
794,17594183,7.0,82.0
797,6057135,4.2,358.0
798,19988478,6.0,26.0
799,5218366,6.1,658.0
800,36406869,4.9,332.0
801,957179,6.5,6437.0
802,9208103,4.8,604.0
803,30160141,3.4,804.0
804,3389311,6.5,6269.0
805,5565338,4.9,4368.0
806,9912420,6.7,14.0
808,168571,7.3,19057.0
809,31982675,6.3,478.0
810,28066754,7.8,950.0
811,26876259,7.1,22.0
813,26013008,6.9,1341.0
814,6183212,7.6,2514.0
815,15941612,7.0,973.0
816,15371815,5.5,7.0
818,31149313,4.2,89.0
820,846329,8.2,19835.0
821,6352213,7.0,769.0
822,10990102,6.4,4740.0
823,30719399,5.4,88.0
824,11144406,6.6,1388.0
825,1231856,6.6,38156.0
827,16573952,6.2,3150.0
829,161877,7.5,7250.0
830,36036213,4.7,227.0
831,24813200,4.3,1445.0
832,36348802,6.3,1589.0
833,10858701,7.1,3502.0
834,29832052,5.7,130.0
836,10700127,6.9,17.0
837,934809,7.2,16244.0
838,1273569,1.7,13.0
840,1358704,7.9,12347.0
842,10492496,7.6,573.0
843,23792787,7.3,36.0
844,7612646,5.0,82.0
846,16645962,4.6,922.0
847,30587025,5.8,21.0
848,31707381,6.1,92.0
849,4600837,6.0,408.0
850,1273572,6.9,1552.0
851,77639,7.6,12197.0
852,28692419,3.1,223.0
853,16683731,5.9,322.0
854,12395625,5.9,428.0
855,9879576,7.7,9.0
856,5080311,6.4,1743.0
857,23939272,6.8,1479.0
858,23714330,7.2,1504.0
859,22145673,7.5,69.0
861,5137345,5.4,5338.0
862,13508675,5.8,5912.0
863,8948959,6.7,1498.0
866,17470026,4.7,164.0
869,10017049,6.5,231.0
871,27695067,6.9,513.0
872,5150761,4.7,5665.0
873,7378452,5.6,28.0
874,612007,8.0,6920.0
875,25366718,5.3,743.0
876,30599547,7.4,12.0
878,5842466,7.7,1155.0
880,35827366,6.2,49.0
881,7299774,6.0,2502.0
882,21254725,5.3,929.0
883,6057698,5.8,564.0
884,967367,6.2,3000.0
885,8610844,6.3,1607.0
886,2028217,6.1,31.0
887,1141059,6.7,87.0
888,25768831,7.1,171.0
889,34109833,7.6,16.0
890,25877696,6.9,133.0
891,28839628,5.4,19.0
892,8906793,4.5,12.0
893,11259949,7.9,26971.0
894,31987584,8.2,96.0
896,18070985,6.6,139.0
897,14613957,3.4,47.0
899,33477597,6.6,184.0
900,5682615,4.8,2872.0
901,20500100,5.9,668.0
902,26268645,7.4,135.0
903,35588348,7.3,212.0
904,25417587,6.3,135.0
905,10451448,5.2,7.0
906,23687729,6.5,399.0
907,16791614,7.1,1886.0
910,4453753,5.6,11985.0
911,21674541,5.8,538.0
912,4724834,6.0,12887.0
913,9943176,7.4,2402.0
914,3504034,5.5,3541.0
915,34055313,4.8,203.0
916,28374748,4.6,32.0
917,33551059,7.5,918.0
918,17884388,5.7,708.0
919,20927265,6.3,215.0
920,1157158,6.3,43092.0
921,28492608,7.0,56.0
922,21482599,6.0,490.0
923,24665535,6.0,361.0
924,3972416,5.7,106.0
925,16647548,6.9,2143.0
926,12837431,4.0,1188.0
927,9573761,7.8,189.0
928,24064330,5.3,462.0
929,31323898,7.3,27.0
930,803276,10.0,9.0
932,3028248,6.5,14102.0
933,25152002,5.2,92.0
934,3432108,5.6,2633.0
935,1341543,5.6,6972.0
936,20454049,5.7,77.0
937,19940109,6.1,179.0
938,20568858,5.6,571.0
939,28492562,7.5,67.0
940,4501185,4.2,31076.0
942,2397783,4.1,29.0
944,9594415,6.6,1391.0
945,2119021,6.3,8391.0
946,29023860,5.4,191.0
947,20632048,5.7,593.0
948,1774709,5.2,155.0
950,28992007,5.7,201.0
951,15098346,4.2,12.0
952,13769297,6.1,4585.0
953,20426704,6.0,375.0
955,31427208,6.3,324.0
956,15284386,7.6,7.0
958,5877719,4.7,3744.0
959,34644182,6.4,662.0
960,6836206,5.1,1053.0
961,5125045,8.2,67.0
962,9362941,6.4,295.0
963,12042846,6.1,281.0
964,19673886,6.3,221.0
965,3059075,6.9,4751.0
966,142274,6.2,30368.0
967,26967925,6.5,767.0
968,31250513,5.9,892.0
969,508985,6.0,3884.0
970,3682299,4.8,1345.0
971,32098888,6.7,64.0
972,6887098,7.2,3494.0
973,21447227,5.5,47.0
974,21239514,6.0,249.0
975,1472865,5.7,33.0
977,23687492,4.8,10.0
978,9424677,5.7,8.0
979,5284284,7.6,858.0
980,26291262,7.0,374.0
981,26778773,6.7,365.0
982,19086354,6.2,55.0
983,26149260,5.1,15755.0
984,5049873,7.4,16677.0
985,26967810,6.6,8.0
987,24407838,5.3,1651.0
988,31934171,8.2,319.0
989,7121282,6.2,474.0
990,1871167,5.3,13612.0
991,23593226,6.4,677.0
992,18487239,6.5,20.0
993,32068182,6.6,9.0
994,2486602,6.1,161.0
995,1217079,7.8,60450.0
996,30710263,7.4,257.0
997,29865278,6.1,919.0
999,10088120,6.7,1642.0
1000,35041105,6.8,88.0
1001,2313467,6.6,5425.0
1002,19434365,4.1,139.0
1003,1472852,6.2,20427.0
1004,31032524,6.3,1197.0
1005,20094531,8.1,37.0
1008,9497934,6.9,1663.0
1009,32564574,6.9,33.0
1010,12188026,3.4,168.0
1011,26206182,5.8,191.0
1012,20503264,7.0,179.0
1013,6846215,6.1,83116.0
1014,12073548,6.8,1579.0
1015,29075168,6.5,89.0
1016,3759392,8.0,59.0
1017,35121944,5.1,24.0
1018,31003512,5.4,16.0
1019,418154,7.3,270.0
1020,34037062,7.8,957.0
1021,29002780,6.6,161.0
1022,27744173,6.7,1042.0
1023,13194784,7.4,545.0
1024,780889,5.9,1604.0
1025,25984661,6.4,1504.0
1026,19614697,6.7,592.0
1028,29381531,4.4,48.0
1029,23691047,6.2,128.0
1030,33938681,7.6,1067.0
1031,32206533,6.1,650.0
1032,27756406,6.7,219.0
1033,22680762,6.8,5955.0
1034,31303771,5.7,373.0
1035,780888,7.1,3118.0
1036,9555242,4.6,4939.0
1037,6068626,6.3,680.0
1038,13934307,5.4,30.0
1039,4400057,4.5,539.0
1040,12180811,6.4,1942.0
1041,1886189,5.7,216.0
1043,8167343,6.9,3706.0
1044,11760680,6.9,745.0
1046,19898489,6.6,133.0
1047,16252413,5.3,25.0
1048,18993340,6.4,253.0
1050,2110246,5.6,4104.0
1051,24708749,6.1,44006.0
1052,23700069,6.3,110.0
1053,3343874,7.1,6848.0
1054,5566878,6.7,5362.0
1055,25920724,5.3,108.0
1056,35288836,6.9,462.0
1057,33643112,7.7,542.0
1058,32635381,7.6,88.0
1059,6768793,5.7,248.0
1060,34317816,5.8,186.0
1061,5177364,5.7,814.0
1062,14416508,7.5,411.0
1063,22644365,6.2,261.0
1066,23470411,6.2,140.0
1067,31990140,7.0,268.0
1068,27171821,5.6,1081.0
1069,9401987,4.8,253.0
1070,31197003,6.2,129.0
1072,11698816,5.8,483.0
1073,5876575,6.2,7337.0
1075,4403780,6.9,1735.0
1076,33882593,6.4,290.0
1077,7838865,5.1,743.0
1079,36353254,6.9,67.0
1080,26783712,7.8,83.0
1081,23703779,7.5,545.0
1082,5177163,5.4,88.0
1083,1480748,4.7,5683.0
1084,250012,7.3,66067.0
1085,2023704,6.7,188951.0
1086,24314823,6.4,173.0
1087,19605505,4.3,93.0
1088,9650057,6.9,735.0
1090,33505627,3.1,39.0
1091,35282954,5.9,161.0
1092,35407845,5.3,30.0
1094,1480747,5.3,7190.0
1095,683122,7.3,156591.0
1096,26306593,5.1,21.0
1097,3193452,7.0,3038.0
1099,2332610,6.7,3661.0
1100,17736697,5.6,1519.0
1102,12136473,5.3,461.0
1103,3293243,7.9,323.0
1105,22733195,6.5,37.0
1106,12234915,7.2,446.0
1107,13210849,6.3,2790.0
1109,8283324,6.3,82.0
1110,6109156,5.7,1674.0
1111,2332364,7.4,11355.0
1112,8648797,5.6,184.0
1113,34390034,8.4,4472.0
1114,9457642,5.7,38.0
1115,18950355,5.7,232.0
1116,31211176,6.9,38.0
1117,33687540,5.3,110.0
1118,10877732,6.9,6826.0
1120,15349690,3.4,24.0
1121,12183290,5.6,2455.0
1122,35784403,6.4,196.0
1123,24447252,6.7,44.0
1124,25711367,5.6,157.0
1125,73395,6.5,2882.0
1126,18562918,5.6,10.0
1127,10535326,9.2,39.0
1128,32621102,5.3,16.0
1129,1388443,5.9,1446.0
1130,25861920,5.2,708.0
