wikipedia_movie_id,movie_name,movie_release_date,bechdel_rating
680361,Dirty Dancing,1987,3
19787914,Scream 4,2011,3
14288728,Indiscreet,1931,3
22144721,Iron Man 2,2010,3
165106,Desk Set,1957,3
19024526,Antichrist,2009,0
142457,L.A. Confidential,1997,1
607444,13 Going on 30,2004,3
6446044,For Your Eyes Only,1981,3
3924766,Atragon,1963,0
16958933,Inferno,1999,2
365039,Six Days Seven Nights,1998,1
1353277,King of Kings,1961,3
28763446,Colombiana,2011,1
11448113,Friday After Next,2002,2
31783951,Gambit,2012,1
2296056,Sky High,2005,3
4110795,Fay Grim,2006,3
226198,Sleepless in Seattle,1993,2
11455154,"4 Months, 3 Weeks and 2 Days",2007,3
34537226,Price Check,2012,3
944471,Newsies,1992,1
102026,That Thing You Do!,1996,3
7771844,"Suddenly, Last Summer",1959,3
8464511,Breakfast with Scot,2007,1
2043990,Spy Hard,1996,1
545187,Volcano,1997,3
492540,Toys,1992,3
277710,Heartbreakers,2001,3
7658324,Escanaba in da Moonlight,2001,0
146947,Spider-Man,2002,1
22751,Original Sin,2001,1
1539559,Inferno,1953,0
27063955,Super,2010,1
2847874,Azumi,2003,0
3829543,Der Schuh des Manitu,2001,0
2279610,Gaslight,1940,3
1164551,Ginger Snaps 2: Unleashed,2004,3
10466696,Caramel,2007,2
23563063,Rosa Luxemburg,1986,3
29262922,Boy Wonder,2010,3
19968061,Dear Lemon Lima,2009,3
23982633,Harry Brown,2009,1
1040965,Batman Beyond: Return of the Joker,2000,3
28722503,Final Destination 5,2011,2
3343617,A little princess,1995,3
163500,A Special Day,1977,2
1862671,Bullet in the Head,1990,1
1749093,Tarzan,1999,2
29373289,We Bought a Zoo,2011,2
2779486,Three on a Match,1932,3
2045991,Now and Then,1995,3
20286230,House,1977,3
1638112,Ace In The Hole,1951,2
61501,Top Hat,1935,2
3450583,A Star Is Born,1976,0
2370658,Southern Comfort,1981,0
10667973,Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,3
532618,Scary Movie 2,2001,3
24984104,Lourdes,2009,3
19163173,Kung Fu Panda 2,2011,3
8366729,Two-Faced Woman,1941,2
920613,Cars,2006,1
2513887,Queen Christina,1933,3
2037403,Light of Day,1987,3
9470281,Dreamland,2006,3
1356982,Sabrina,1995,3
1073955,Soul Food,1997,3
3920193,No Country for Old Men,2007,3
1364770,8MM,1999,1
541642,Octopussy,1983,2
26658618,Revenge of the Bridesmaids,2010,3
4018828,RV,2006,3
9822793,Death Wish,1974,3
633832,Dirty Pretty Things,2002,3
2311219,Munich,2005,1
1118809,Crocodile Dundee II,1988,2
177740,A Patch of Blue,1965,3
2302751,Camp,2003,3
16125220,Flash of Genius,2008,1
897540,S1m0ne,2002,3
26717073,Unknown,2011,1
369682,Lost In Translation,2003,3
9415710,Tank Girl,1995,3
1056686,Cat People,1942,3
32832973,Anna Karenina,2012,2
2295405,Little Children,2006,3
27995999,Girl Walks Into a Bar,2011,3
4091758,Feds,1988,3
20370386,Bronson,2008,1
4440277,Highlander,1986,2
1265864,Brassed Off,1996,3
3978163,failure to launch,2006,1
8929476,Stargate: Continuum,2008,1
34044006,Excision,2012,3
1044875,Back to School,1986,1
213471,Chungking Express,1994,1
21652388,Lake Mungo,2008,1
14566842,Bullets or Ballots,1936,3
17365387,A Perfect Getaway,2009,3
15726696,Star Wars: The Clone Wars,2008,1
5579762,Dinner Rush,2000,3
20535192,Polytechnique,2009,3
31371925,A Simple Life,2011,3
26639765,Devil,2010,3
1129583,Blade: Trinity,2004,3
3184269,Indiana Jones and the Last Crusade,1989,0
648921,Face/Off,1997,1
644845,EdTV,1999,1
70508,Brief Encounter,1945,3
8004988,March or Die,1977,0
73460,Fantasia,1940,0
16747410,Defendor,2009,1
945305,Confessions of a Dangerous Mind,2002,2
32984773,Blackthorn,2011,1
1164646,Iron Jawed Angels,2004,3
17404922,Bright Star,2009,3
26968376,Certified Copy,2010,3
180912,Theodora Goes Wild,1936,3
8891457,Mame,1974,3
3628560,Catch-22,1970,3
13814165,Meet the Spartans,2008,1
2368143,Blacula,1972,3
1631497,Hard Target,1993,1
34480764,Rango,2011,1
1524596,Hitch,2005,2
30906682,Black Gunn,1972,1
27754718,War Horse,2011,1
633883,Two Weeks Notice,2002,3
323715,Troy,2004,1
1848371,Outrageous Fortune,1987,3
231829,Magnolia,1999,3
705267,In the Cut,2003,3
3606413,Impostor,2001,0
10206962,Wonder Boys,2000,1
27328338,Country Strong,2010,3
31754231,To Rome With Love,2012,2
271588,It,1927,3
921891,Cradle 2 the Grave,2003,1
4399897,Across the Universe,2007,3
876872,Addams Family Values,1993,3
74978,My Darling Clementine,1946,1
35874076,Taken 2,2012,2
443556,Monster,2003,3
1222561,Curdled,1996,3
2623071,Oscar,1991,2
34600874,Fast Girls,2012,3
818002,Double Jeopardy,1999,3
961777,Mermaids,1990,3
5920233,Othello,1995,2
187086,Caged,1950,3
5883086,A Chorus Line,1985,3
924038,Together,2000,3
62180,Alice in Wonderland,1933,3
2159529,Airport 1975,1974,3
565318,Lost in Space,1998,3
1384107,Jeepers Creepers II,2003,3
73498,Fury,1936,2
3238135,House of the Dead,2003,2
23266073,Secretariat,2010,3
189776,Underground,1995,1
7047921,Little Miss Sunshine,2006,3
31918569,Take Shelter,2011,3
28174450,Bad Teacher,2011,3
32176706,Manhandled,1924,3
133622,Howards End,1992,3
2886036,Talladega Nights: The Ballad of Ricky Bobby,2006,2
450634,Pleasantville,1998,3
25751187,Uncovered,1994,3
26488721,Paris 36,2008,1
3463364,High School Musical,2006,3
26316286,Please Give,2010,3
2354228,Soapdish,1991,3
4760936,Insomnia,2002,1
1011468,We Were Soldiers,2002,3
4731909,Imitation of Life,1959,3
3447166,Little Shop of Horrors,1986,1
3842309,K-PAX,2001,1
431562,Almost Famous,2000,3
2676861,Kinky Boots,2005,3
1519783,Fantastic Four,2005,1
7651220,Jesus Christ Superstar,1973,0
3371111,Girl Shy,1924,0
129368,Rain Man,1988,1
1412408,Slap Shot,1977,3
24977211,Avalanche,1978,2
27731736,Red Riding Hood,2011,3
23883858,Unstoppable,2010,3
68124,American Graffiti,1973,2
23255,Paths of Glory,1957,0
77674,Watch on the Rhine,1943,3
1474328,Serendipity,2001,3
143952,Alphaville,1965,1
33509132,Gunfighters,1947,2
22430724,Morning Glory,2010,3
1344253,Flubber,1997,2
468326,21 grams,2003,3
8295055,Death Train,1993,3
3038038,A Nightmare on Elm Street 4: The Dream Master,1988,3
916576,Children of Heaven,1997,3
24013376,Carriers,2009,3
1214211,Notre musique,2004,1
4084609,Wendy Wu: Homecoming Warrior,2006,3
168498,Starman,1984,0
11924028,Possession,2008,3
2520368,Lost and Delirious,2001,3
529276,Jaws: The Revenge,1987,3
187720,Little Darlings,1980,3
2396634,House of Dark Shadows,1970,2
11036762,Iron Sky,2012,3
706047,Spirit: Stallion of the Cimarron,2002,1
3677015,Where the Wild Things Are,2009,1
1841530,Bachelor Party,1984,3
18943833,Striptease,1996,3
667194,American Gigolo,1980,3
897481,Just One of the Guys,1985,3
1377427,Coach Carter,2005,3
10766020,Bring It On: In It to Win It,2007,3
779536,Fat Man and Little Boy,1989,1
288360,Gia,1998,3
24709102,Ajami,2009,2
394792,Jackie Brown,1997,3
2876631,Dreamcatcher,2003,0
858575,Harry Potter and the Half-Blood Prince,2009,3
73376,Bringing Up Baby,1938,3
1848081,Kingpin,1996,1
403016,Pinky,1949,3
33757147,Seven Psychopaths,2012,1
35641836,2 Days in New York,2012,3
1035959,Without a Paddle,2004,3
716738,Meet Joe Black,1998,1
1942317,Hanging Up,2000,3
9391085,High School Musical 3: Senior Year,2008,3
33245032,Black Gold,2011,0
1755675,Old Yeller,1957,1
2461592,Casino Royale,1967,2
1430376,Life Is Sweet,1990,3
2511267,Candy,2006,3
28648635,X-Men: First Class,2011,3
30273553,Drive,2011,3
3037303,Daddy Long Legs,1955,3
6687579,Savage Beach,1989,3
733657,Carry On Cleo,1964,1
31099422,We Have a Pope,2011,1
805053,Before Sunrise,1995,0
76331,Scarface,1932,1
145621,Angels with Dirty Faces,1938,1
695522,At the Circus,1939,2
6439404,I Like It Like That,1994,3
22044760,Centurion,2010,1
11438787,Celia,1989,3
1329111,Bananas,1971,1
106357,Missing,1982,3
18735140,Barefoot Gen,1983,3
27792643,For Colored Girls,2010,3
1176717,Gummo,1997,3
1962219,Hocus Pocus,1993,3
390693,Born in Flames,1983,3
10843767,Avenue Montaigne,2006,3
2426058,Proof,2005,3
4564324,Azumi 2: Death or Love,2005,3
1123132,Fright Night,1985,2
34312285,Paranormal Activity 4,2012,3
326124,Irma Vep,1996,3
503161,Sylvia,2003,3
23233821,Cemetery Junction,2010,2
10249080,La vie en rose,2007,3
1328188,Desperate Living,1977,3
1072075,Scooby-Doo,2002,3
473253,Anna and the King,1999,3
1994850,Three... Extremes,2004,3
92539,Three Coins in the Fountain,1954,3
2839410,Cannibal Ferox,1981,3
25826060,Sister Mary Explains it All,2001,3
691156,Marked Woman,1937,3
3268711,Melody,1971,2
2066600,Coffy,1973,2
15467438,Giorgino,1994,3
31905391,Total Recall,2012,1
2075820,Idlewild,2006,3
6439718,FernGully 2: The Magical Rescue,1998,3
1409356,Next Friday,2000,2
34732968,Murder by Natural Causes,1979,1
1032620,"Honey, I Shrunk the Kids",1989,3
7892732,Epic Movie,2007,3
5367128,Santa Fe Trail,1940,1
12561211,Fate Is the Hunter,1964,3
1740284,Gigi,1958,2
15120787,Hurlyburly,1998,1
587507,Best in Show,2000,3
99459,Airport,1970,3
14025121,Los santos inocentes,1984,3
8448026,Eagle vs Shark,2007,3
15161999,Milk,2008,1
1981903,Rififi,1955,1
24854885,You Will Meet a Tall Dark Stranger,2010,3
2035081,Dracula Has Risen from the Grave,1968,2
29007186,Contagion,2011,3
2313660,Friday the 13th Part VI: Jason Lives,1986,3
1237394,Anne of Green Gables,1985,3
3952475,Straight Talk,1992,3
18076983,Pennies from Heaven,1936,3
35729649,End of Watch,2012,3
33577424,Spy Kids 2: Island of Lost Dreams,2002,3
21287122,Princess Protection Program,2009,3
172577,Kangaroo Jack,2003,1
15332396,Resident Evil: Afterlife,2010,3
574909,Alien Nation,1988,1
103026,Kramer vs. Kramer,1979,1
277667,Scary Movie,2000,3
21425985,Suck,2009,1
27015463,Love in a puff,2010,1
76366,Some Like It Hot,1959,3
16725177,Gone,2007,3
2810158,Barnyard,2006,3
347000,Suspiria,1977,3
890407,Husbands and Wives,1992,3
22215882,Ondine,2009,3
28272795,One Day,2011,1
2236324,Freaky Friday,2003,3
187010,Pinocchio,1940,1
30874145,Diva,1981,1
193854,I Want To Live!,1958,3
19887961,Agora,2009,1
1602289,Make Mine Music,1946,1
14482638,Alice in Wonderland,2010,3
25893091,Exit Through the Gift Shop,2010,0
950429,Swimming Pool,2003,3
2920843,"Move Over, Darling",1963,3
2739726,Suicide Club,2001,3
29471340,Arthur Christmas,2011,1
16109770,Innocence,2004,3
21665854,Legion of the Dead,2005,3
4410999,Lick the Star,1998,3
3887451,Mothra,1961,0
74018,His Girl Friday,1940,3
1944344,Double Platinum,1999,3
3947,Blue Velvet,1986,1
14864488,Galaxy of Terror,1981,3
434542,Accident,1967,1
146908,Scarlet Street,1945,3
1498491,Southland Tales,2006,3
3583342,Jawbreaker,1999,3
8922224,Frequently Asked Questions About Time Travel,2009,2
1511944,Love Me If You Dare,2003,1
4040311,Truck Turner,1974,3
1722156,Space Cowboys,2000,2
42507,In the Bedroom,2001,3
11347793,Persepolis,2007,3
1129041,Thirteen days,2000,1
20700852,Grey Gardens,2009,3
577663,Singles,1992,2
61061,Shanghai Express,1932,3
8164826,Anna Karenina,1935,2
747689,Hair,1979,3
26889567,Restless,2011,3
3575300,Punishment Park,1971,3
8866201,Silent Hill: Revelation 3D,2012,3
919005,Swing Time,1936,1
24449669,Cairo Time,2009,3
30081969,Albert Nobbs,2011,3
2359777,Cure,1997,1
11585,Show Me Love,1998,3
884742,An Affair to Remember,1957,2
16706073,"I Love You, Man",2009,2
14689013,Parnell,1937,2
1330877,A Dirty Shame,2004,3
18305011,Wonder Woman,2009,3
471370,An American Werewolf in London,1981,2
12747734,Dead Like Me: Life After Death,2009,3
27702708,Real Steel,2011,1
1148228,Calamity Jane,1953,3
68082,Abbott and Costello Meet Frankenstein,1948,3
2202963,Passenger 57,1992,1
667372,Harry Potter and the Goblet of Fire,2005,1
16330093,Somers Town,2008,1
1880706,Payback,1999,1
18953471,Yes Man,2008,1
13917204,Nothing But the Truth,2008,3
4190400,Home Room,2002,3
36291706,Trading Mom,1994,3
6011641,Sherrybaby,2006,3
55325,Total Recall,1990,1
1170181,Vivre Sa Vie,1962,3
772732,Taking Lives,2004,2
5224,Citizen Kane,1941,1
20905737,Everlasting Moments,2008,3
155921,Time After Time,1979,2
6603826,Vendetta,1999,1
463519,Impromptu,1991,3
23913031,Nancy Drew... Reporter,1939,3
73427,Detour,1945,1
4607218,Rose Red,2002,3
670386,Bull Durham,1988,2
6446062,Moonraker,1979,1
213246,Alien: Resurrection,1997,3
1202791,Raise Your Voice,2004,3
6043918,Police Academy: Mission to Moscow,1994,1
18848055,Die Feuerzangenbowle,1944,1
5574594,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1
49800,Lara Croft: Tomb Raider,2001,0
25958067,Break Ke Baad,2010,3
156745,Pretty Woman,1990,3
11142038,Blessed,2004,3
5023581,She-Wolf of London,1946,3
29137805,Score: A Hockey Musical,2010,2
17441828,Waltz with Bashir,2008,0
423546,Rumble Fish,1983,2
509676,Glory,1989,0
418598,Gentlemen Prefer Blondes,1953,3
235418,Lethal Weapon,1987,1
2020488,Up!,1976,3
3078987,Carry on Girls,1973,3
703970,Anaconda,1997,2
6641931,I Am Legend,2007,3
72453,Signs,2002,1
4541896,Next Stop Wonderland,1998,3
6527176,Paprika,2006,3
1034719,L.A. Story,1991,3
26425120,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,3
30382519,Frozen,2010,1
66322,M,1931,3
5095233,John Tucker Must Die,2006,3
25698427,Letters to Juliet,2010,3
4846576,American Psycho,2000,3
8644317,Waking Up in Reno,2002,3
13248713,Kiss Them for Me,1957,2
816862,Ever After,1998,3
236283,Secretary,2002,3
2008260,Amen.,2002,1
7261333,Norbit,2007,2
31775043,Prometheus,2012,3
76361,Snow White and the Seven Dwarfs,1937,3
1031292,Brotherhood of the Wolf,2001,2
4750927,Dan in Real Life,2007,3
4933146,My Super Ex-Girlfriend,2006,3
2574924,Miami Vice,2006,1
6937139,Hot Rod,2007,1
697868,Dead Calm,1989,0
957928,Halloween H20: 20 Years Later,1998,3
538995,Shaolin Soccer,2001,0
29380609,Lloyd the Conqueror,2011,2
3640544,Persuasion,1995,3
797330,Strange Brew,1983,1
1093364,I Confess,1953,1
1881893,Monster-in-Law,2005,0
1533664,Grosse Pointe Blank,1997,3
32655915,Desert Flower,2009,3
567508,Journey to the Center of the Earth,1959,1
8056587,Investigation of a Citizen Above Suspicion,1970,0
12685170,Lars and the real Girl,2007,3
35879667,Renoir,2012,3
2115510,Message in a Bottle,1999,1
1646067,Flight of the Navigator,1986,3
1338721,Bunny Lake Is Missing,1965,3
594488,Shattered Glass,2003,2
1283050,Clerks II,2006,3
239009,To Catch a Thief,1955,3
5735467,Body Snatchers,1993,3
74913,Love Me Tonight,1932,2
8851344,Premonition,2007,3
24103214,Ngati,1987,3
242104,Local Hero,1983,1
20179415,Halloween,1978,3
34569548,V/H/S,2012,1
643850,Down Periscope,1996,0
424829,Maborosi,1995,3
1823450,House of D,2004,1
2304640,Defending Your Life,1991,3
31111589,Flypaper,2011,3
9597495,Auntie Mame,1958,3
456588,Cheaper by the Dozen,2003,1
456587,Videodrome,1983,2
3723947,Ocean's Thirteen,2007,1
992451,After the Sunset,2004,3
6713041,Diary of the Dead,2007,3
26340083,Batman: Under the Red Hood,2010,1
46757,Black Narcissus,1947,3
10746393,No Reservations,2007,3
736222,Billy Madison,1995,1
24083267,Your Highness,2011,1
787704,Arsenic and Old Lace,1944,3
16352214,Duplicity,2009,2
106262,What Women Want,2000,1
9590609,While She Was Out,2008,3
3654057,Fat Girl,2001,3
2666318,Get Real,1998,2
538455,Dawn of the Dead,2004,3
936787,About Last Night,1986,3
71415,Dune,1984,3
320496,Bad Santa,2003,0
26112363,Our Family Wedding,2010,3
30750975,Trishna,2011,3
2236976,August Rush,2007,3
22776768,Eyes Wide Open,2009,1
3260698,TMNT,2007,1
1056696,Cat People,1982,3
3054601,Summer Magic,1963,3
20048607,Far North,2007,3
2174380,Sparkle,1976,3
32541928,Dead Hooker in a Trunk,2009,3
281069,Sinbad: Legend of the Seven Seas,2003,2
181353,Leave Her to Heaven,1945,3
153435,Rocky V,1990,0
24473950,Burlesque,2010,3
17323415,Bride Wars,2009,3
33058811,Take This Waltz,2011,3
129585,Dances with Wolves,1990,1
746845,Cliffhanger,1993,1
79700,Anchors Aweigh,1945,0
202652,Romeo + Juliet,1996,3
239587,Finding Nemo,2003,1
312757,TRON,1982,0
3132815,Bring It on Again,2004,3
164698,Reign of Fire,2002,1
2052329,Santa who?,2000,1
2292441,Tokyo Drifter,1966,1
1221714,Tommy,1975,1
466340,A Cinderella Story,2004,3
18725026,Zulu,1964,0
35478081,Attack of the 50ft Cheerleader,2012,3
2883942,Cheats,2002,3
244610,Wild Wild West,1999,2
14009165,Viva,2007,3
1135295,Thir13en Ghosts,2001,1
2371912,Jesse James,1939,2
707151,Wing Commander,1999,2
16839300,Brave,2012,3
2330988,Flushed Away,2006,0
13609396,Marty,1955,3
163451,Julia,1977,3
13161775,I Think I Do,1997,3
544413,Speak,2004,3
673694,Young Guns,1988,1
2610020,Human Traffic,1999,3
1205027,A Very Long Engagement,2004,3
4227,Barry Lyndon,1975,1
1129299,Dead of Night,1945,3
307604,Renaissance Man,1994,2
7224803,Walking Tall,2004,1
6593182,Land of the Lost,2009,0
23346166,Chastity,1969,0
29163959,Merrily We Go to Hell,1932,3
1685440,Men of Honor,2000,1
23615900,Camp Rock 2: The Final Jam,2010,3
3586028,Django,1966,0
21132240,Teeth,2007,3
34049215,Como Esquecer,2010,3
15738234,Love Happens,2009,3
302970,Edward Scissorhands,1990,3
2648735,Jane Eyre,1996,3
19101343,10 Rillington Place,1971,1
1591874,Executive Suite,1954,2
5511248,Holes,2003,2
680337,Ruthless People,1986,3
24066535,My Sister Eileen,1955,3
14620261,Tarzan and the Slave Girl,1950,0
24314116,Pirates of the Caribbean: On Stranger Tides,2011,1
163438,Ronin,1998,1
2638362,Emma,1996,3
2256164,Hellfighters,1968,2
163437,Sleuth,1972,0
30645101,Room in Rome,2010,3
23830211,Requiem for a Dream,2000,3
3248340,Kung Fu Panda,2008,3
190416,Baby Doll,1956,3
27327195,Faces in the Crowd,2011,3
612052,Spider-Man 2,2004,1
157239,Star Trek: Insurrection,1998,3
1615355,Much Ado About Nothing,1993,1
426761,Wet Hot American Summer,2001,3
1238514,Christmas with the Kranks,2004,3
35566624,Beyond the Hills,2012,3
172299,Dumbo,1941,2
571311,An Angel at My Table,1990,3
3217,Army of Darkness,1992,2
34934908,Terminal Island,1973,3
32026934,Seeking a Friend for the End of the World,2012,1
101567,Naqoyqatsi,2002,0
5016250,Watchmen,2009,3
23286957,A Nightmare on Elm Street,2010,3
5836246,Fade to Black,1980,3
26586461,Battleship,2012,1
6028449,Caught,1949,3
75263,A Night At The Opera,1935,1
8737659,Speed Racer,2008,3
20344329,Tomie: Re-birth,2001,3
2255173,Ms. 45,1981,3
11222156,Step Up 2: The Streets,2008,3
600235,Manhunter,1986,1
22306475,Turtles Are Surprisingly Fast Swimmers,2005,3
1059701,Superman III,1983,3
11600033,1776,1972,1
30695973,Paranormal Activity 3,2011,3
481649,Basic Instinct,1992,1
797798,Resident Evil: Apocalypse,2004,3
570221,Godzilla vs. Mechagodzilla,1974,1
535335,War of the Worlds,2005,3
3131514,Leningrad Cowboys Go America,1989,0
31514071,Martha Marcy May Marlene,2011,3
2285254,Baby Face,1933,3
1259785,Rebecca,1940,3
914988,Daylight,1996,1
17208834,Dance of the Dead,2008,1
29000018,Jack goes boating,2010,1
15033858,Sleep Dealer,2008,0
295757,Mystery Men,1999,1
34373477,Night of the Living Dead 3D: Re-Animation,2012,3
415156,xXx,2002,1
4865862,Little Manhattan,2005,3
31009222,Project X,2012,1
4543239,Baby Boom,1987,3
8615612,Death and the Maiden,1994,0
442300,For a Few Dollars More,1965,0
12510655,Sissi - The Young Empress,1956,3
1755731,Maid in Manhattan,2002,3
348737,Mrs. Doubtfire,1993,3
34382439,Girl in Progress,2012,3
2084045,Crooklyn,1994,3
13053911,Friday the 13th,2009,2
694405,Beloved,1998,3
22837134,A Town Called Panic,2009,1
5791363,Tideland,2005,3
1584981,Under Capricorn,1949,3
31820610,Snow Flower and the Secret Fan,2011,3
1934018,Grumpy Old Men,1993,1
605676,Them!,1954,1
24665719,Deadgirl,2008,0
1047463,Romeo Must Die,2000,0
7183180,They Came Back,2004,3
3477126,Leviathan,1989,3
61052,Skippy,1931,3
29424022,Bernie,2011,1
4650848,Nine Lives,2005,3
25244870,127 Hours,2010,3
5790223,All or Nothing,2002,3
3738468,Wit,2001,3
692772,Jack,1996,2
16928777,Agnes of God,1985,3
1014242,Horse Feathers,1932,1
35571053,Byzantium,2012,3
9544391,Evening,2007,3
99304,Pearl Harbor,2001,2
479457,Eraser,1996,3
1727946,Beauty Shop,2005,3
4155050,Stranger Than Fiction,2006,3
14384820,Saw V,2008,3
14144221,Girlfriends,1978,3
4673173,Barbie: Fairytopia,2005,3
2099943,Night of the Demon,1957,3
1961084,Boomerang,1992,3
13720693,La caza,1966,0
2193494,Little Voice,1998,3
12006403,Il giorno della civetta,1968,0
296252,eXistenZ,1999,1
3448460,Caffeine,2006,3
255194,High Society,1956,3
12798059,Five Across the Eyes,2006,3
9264341,Pineapple Express,2008,2
34604303,Quartet,2012,3
30425015,R U There,2010,0
12732451,State of Play,2009,3
19848011,99 francs,2007,1
16718585,Armored,2009,0
1128240,Final Destination 2,2003,3
13439139,27 Dresses,2008,3
5120552,demonlover,2002,3
19863109,August,1996,3
10506215,I Capture the Castle,2003,3
13273342,Underworld U.S.A.,1961,3
6276691,Enemy Mine,1985,0
433414,Tremors,1990,3
62118,Ninotchka,1939,3
901421,AVP: Alien vs. Predator,2004,3
12816415,On the Town,1949,3
7105919,Salome,1953,3
2421498,September,1987,3
62117,Mr. Smith Goes to Washington,1939,2
2141418,Mysterious Skin,2004,1
935892,Blue Hawaii,1961,3
14812001,Frozen River,2008,3
21174235,Humpday,2009,1
334874,Shark Tale,2004,1
631251,Scum,1979,0
2313158,That Touch of Mink,1962,2
2400444,Six Pack,1982,2
31841233,Resident Evil: Retribution,2012,3
3300211,Assassins,1995,1
2310279,Mad Love,1935,2
1617626,Clear and Present Danger,1994,0
4606109,I Bury the Living,1958,1
5202670,Terror Firmer,1999,3
6469252,Shooter,2007,1
2542052,Rings,2005,1
75874,Z,1969,1
21180,Natural Born Killers,1994,3
1002717,Foul Play,1978,3
1511805,Robot Stories,2003,3
1716921,Amazon Women on the Moon,1987,2
706990,Saved!,2004,3
11993,Son of Godzilla,1967,0
594295,Fear,1996,3
11994,Destroy All Monsters,1968,0
25100224,Tinker Bell and the Great Fairy Rescue,2010,3
4235653,Lucky Number Slevin,2006,1
729979,Amores Perros,2000,1
18618306,Planet of the Apes,1968,1
1482779,These Three,1936,2
709490,Anchorman: The Legend of Ron Burgundy,2004,3
24353804,Justice League: Crisis on Two Earths,2010,1
10738117,Senso,1954,1
894764,Sweet November,2001,1
11762841,Spy Kids,2001,3
689763,Species,1995,3
4758386,My Blueberry Nights,2007,3
