wikipedia_movie_id,imdb_movie_id,movie_name,movie_release_date,averageRating,numVotes
28028248,tt1691424,The House That Drips Blood on Alex,2010,4.4,820.0
8669450,tt0475994,One Six Right,2005,7.9,476.0
10419077,tt0214042,Raampur Ka Lakshman,1972,6.3,86.0
2154704,tt0090836,Choke Canyon,1986,5.3,333.0
33059372,tt1792799,ChromeSkull: Laid to Rest 2,2011,5.0,4256.0
3740032,tt0039313,Desperate,1947,6.7,2664.0
3873713,tt0479697,Lee Dae-ro Can't Die,2005,6.2,93.0
9380065,tt0450258,Alien Express,2005,2.5,377.0
164387,tt0078718,...And Justice for All,1979,7.4,40996.0
28937087,tt0486219,Children of Glory,2006,6.9,4577.0
24282217,tt1516552,The Naked Kitchen,2009,5.7,469.0
7767613,tt0063642,Star!,1968,6.4,2301.0
24863901,tt1489877,1 a Minute,2010,6.3,243.0
30002176,tt0020253,The Pagan,1929,6.8,427.0
164388,tt0079239,The Great Santini,1979,7.1,7128.0
22985953,tt0046757,Beachhead,1954,5.6,1216.0
7707787,tt0352230,Carmen,2003,6.1,2315.0
1630107,tt0090366,A Zed & Two Noughts,1985,7.2,7720.0
7572051,tt0175877,Made Men,1999,5.9,1894.0
22066590,tt0049009,The Bigamist,1956,6.9,243.0
3550323,tt0114660,Things to Do in Denver When You're Dead,1995,6.7,30137.0
1072373,tt0274789,Minsaara Kanavu,1997,6.7,1387.0
1765938,tt0077369,Convoy,1978,6.3,19330.0
7460227,tt0799954,The Bridge,2006,7.2,12359.0
19095614,tt0063563,The Castle,1968,6.8,295.0
26615659,tt0092033,Swati,1986,5.8,132.0
3222645,tt0434231,The Net,2003,6.9,404.0
20204625,tt0027691,Grampy's Indoor Outing,1936,6.8,196.0
13613357,tt0025196,Grand Canary,1934,5.7,121.0
1305819,tt0087015,C.H.U.D.,1984,5.6,14331.0
13021375,tt0249654,The King of the Kitchen,1918,6.4,12.0
9169526,tt0155561,Las Boludas,1993,4.5,21.0
1031231,tt0118843,"Black Cat, White Cat",1998,8.0,56968.0
27002888,tt0030424,La Marseillaise,1938,7.0,1427.0
18524941,tt0102564,Nudist Colony of the Dead,1991,4.0,879.0
18066159,tt0062798,The Sands of Kurobe,1968,6.7,127.0
19031505,tt0045817,The Girl on the Pier,1953,5.7,140.0
180917,tt0028455,Valiant Is the Word for Carrie,1936,6.3,242.0
6305925,tt0469263,The Astronaut Farmer,2006,6.3,23425.0
196176,tt0067800,Straw Dogs,1971,7.4,65414.0
9944484,tt0058946,The Battle of Algiers,1966,8.1,67192.0
33872851,tt0032725,The Lone Wolf Meets a Lady,1940,6.4,461.0
2509881,tt0101627,Critters 3,1991,4.5,13545.0
19569910,tt1715210,Time of Eve,2010,7.2,4143.0
12832450,tt0368645,Cipher in the snow,1974,6.9,187.0
13091003,tt0835485,Kibera Kid,2006,8.1,48.0
28742538,tt0065556,City Beneath the Sea,1971,5.1,769.0
12409066,tt0470398,Kasak,2005,4.7,71.0
26137128,tt0343449,The Bone Snatcher,2003,4.4,2870.0
23445121,tt1280011,No Impact Man: The Documentary,2009,6.6,1591.0
15739559,tt0011761,The Third Eye,1920,5.3,13.0
34470083,tt0249131,Rollo and the Spirit of the Woods,2001,6.2,1216.0
16304395,tt0092969,Enemy Territory,1987,6.2,1013.0
748616,tt0374546,"Spring, Summer, Fall, Winter... and Spring",2003,8.0,87729.0
36151270,tt0096775,Agneekaal,1990,5.4,37.0
31505444,tt0029924,Blockade,1938,5.6,651.0
336846,tt0077631,Grease,1978,7.2,306934.0
27463222,tt1452628,Vanishing on 7th Street,2010,4.9,27658.0
3249964,tt0042579,House by the River,1950,7.0,4322.0
21906878,tt0062108,Pedro Páramo,1967,7.1,387.0
15007384,tt0025198,Le Grand jeu,1934,7.2,435.0
31751930,tt0259242,Chanakya Chandragupta,1977,7.4,72.0
11692389,tt0450152,The Snow Queen,2005,7.1,82.0
6330031,tt0017632,Annie Laurie,1927,6.6,529.0
8366514,tt0033117,Susan and God,1940,5.9,1436.0
3829646,tt0088461,What Have I Done To Deserve This?,1984,7.1,11380.0
29146560,tt0012513,The Nut,1921,6.5,307.0
3310726,tt0038262,Yolanda and the Thief,1945,5.9,1154.0
27874961,tt0126004,The Iron Rose,1973,6.0,2355.0
3033993,tt0416508,Becoming Jane,2007,7.0,65908.0
1588008,tt0113283,Heidi Fleiss: Hollywood Madam,1995,6.6,844.0
12491178,tt0937391,A Broken Life,2007,4.9,353.0
5696825,tt0106664,The Dark Half,1993,6.0,20183.0
6795113,tt2373668,Rettai Jadai Vayasu,1997,5.1,165.0
30173306,tt0112272,Ab Insaf Hoga,1995,5.2,47.0
30405742,tt1692889,Plug & Pray,2010,7.1,157.0
32852698,tt0023479,Sinners in the Sun,1932,6.0,404.0
103021,tt0077928,Midnight Express,1978,7.5,89524.0
1940449,tt0107978,RoboCop 3,1993,4.2,55333.0
18496109,tt0163566,The Stranger,2000,4.6,114.0
5384210,tt0392023,Gagamboy,2004,5.5,147.0
6795107,tt2378334,Aval Varuvala,1998,6.2,362.0
30109815,tt0040744,Rogues' Regiment,1948,6.5,202.0
73842,tt0004008,Gertie the Dinosaur,1914,7.1,3731.0
27365295,tt0065825,Hell Boats,1970,5.5,557.0
6703617,tt0865556,The Forbidden Kingdom,2008,6.5,110446.0
14294670,tt0427342,Heart of the Storm,2004,4.6,338.0
22466518,tt0019466,There It Is,1928,7.0,482.0
21737016,tt0079094,Eagle's Wing,1979,5.9,955.0
19389755,tt1132135,Asylum Seekers,2009,4.4,1036.0
362719,tt0078346,Superman,1978,7.4,190892.0
2870618,tt0461472,Boy called Twist,2004,6.5,177.0
21271533,tt0161292,Bleeder,1999,6.8,9358.0
18821340,tt0144023,Yatrik,1952,8.8,22.0
16055450,tt0098324,If They Tell You I Fell,1989,5.5,468.0
7696753,tt0057261,Lord of the Flies,1963,6.9,20754.0
28327554,tt0064359,The Gamblers,1970,6.1,49.0
17379289,tt0081764,Without Warning,1980,5.1,4952.0
23066641,tt0028176,Rhodes of Africa,1936,5.6,224.0
10705531,tt0219224,On the Beach,2000,6.9,4268.0
4459059,tt0120373,Trial and Error,1997,5.8,7893.0
413207,tt0152930,Taxi,1998,7.0,90929.0
4069274,tt0396271,When Will I Be Loved,2004,4.4,3581.0
3681139,tt0102517,Necessary Roughness,1991,6.2,13354.0
11013589,tt0082708,Der Mann im Pyjama,1981,6.3,53.0
26205476,tt0035361,Song of the Islands,1942,6.1,290.0
5685826,tt0443436,The Aviary,2005,6.9,48.0
24234630,tt0026711,Midnight Phantom,1935,4.5,221.0
5549065,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,392169.0
14543900,tt0271748,Raju Chacha,2000,5.1,2256.0
14739568,tt0043661,Hula-La-La,1951,6.9,330.0
171058,tt0103939,Chaplin,1992,7.5,63119.0
2608958,tt0119807,Nothing to Lose,1997,6.7,49992.0
21618909,tt1202517,Barah Aana,2009,6.7,1348.0
26624119,tt0053651,Beyond the Time Barrier,1960,5.3,2097.0
2546429,tt0087298,Friday the 13th: The Final Chapter,1984,6.0,61147.0
25947106,tt0023512,The Stoker,1932,5.3,74.0
20553214,tt1400528,Mon Mane Na,2008,4.9,423.0
3927698,tt0448424,Il Cuore nel Pozzo,2005,3.2,200.0
31686022,tt0142393,I'm Losing You,1998,5.0,512.0
25753113,tt0053025,Wolves of the Deep,1959,6.3,84.0
24416479,tt0101412,Beastmaster 2: Through the Portal of Time,1991,4.1,3648.0
31021783,tt0039410,The Gangster,1947,6.5,1085.0
14773122,tt0082017,Amy,1981,6.4,624.0
36166216,tt0067236,L'iguana dalla lingua di fuoco,1971,5.4,1069.0
1688879,tt0119496,In the Presence of a Clown,1997,6.9,1058.0
12490207,tt0313445,Over the Rainbow,2002,7.0,433.0
20904045,tt0075825,Chala Murari Hero Banne,1977,7.1,76.0
29468997,tt0037181,The Plastics Inventor,1944,7.1,526.0
2574970,tt0150259,Big Wars,1993,5.5,235.0
14881706,tt0017850,The Enemy,1927,7.6,139.0
32584198,tt1496884,Spiderhole,2010,4.2,1104.0
6170621,tt0221344,Herod's Law,1999,7.8,7256.0
24053482,tt0126857,Daughters,1997,8.0,9.0
11252861,tt0235963,Akashdeep,1965,7.4,41.0
32345990,tt0058772,Ziddi,1964,6.9,58.0
1033297,tt0120804,Resident Evil,2002,6.6,293745.0
21236198,tt0045229,Thief of Damascus,1952,5.2,196.0
9105523,tt0114129,Picture Bride,1994,6.6,1188.0
33519683,tt1882053,Chick Magnet,2011,2.3,1098.0
32400923,tt1664723,My Little Pony: Twinkle Wish Adventure,2009,4.6,133.0
25393275,tt0246007,Kodama Simham,1990,7.1,449.0
12510319,tt0095542,Dragon Fight,1989,5.9,1137.0
17594419,tt0039437,Green Dolphin Street,1947,6.8,1869.0
207680,tt0110638,Nell,1994,6.5,31190.0
5771666,tt1368385,Hero,2009,5.1,21.0
36422018,tt0004942,The Battle Cry of Peace,1915,4.3,21.0
27667647,tt0261167,Pelli Naati Pramanalu,1958,7.8,19.0
1858682,tt0044916,Monkey Business,1952,6.9,15763.0
33006259,tt0072260,The Teacher,1974,4.7,1160.0
12802045,tt0113759,The Man with the Perfect Swing,1995,7.7,49.0
33559533,tt8942852,Dharma Seelan,1993,4.6,9.0
7235116,tt0094008,Someone to Watch Over Me,1987,6.1,12051.0
13723442,tt0005679,"Mabel, Fatty and the Law",1915,5.2,241.0
24862266,tt0059466,Monsters Crash the Pajama Party,1965,4.6,391.0
5254729,tt0466839,I Could Never Be Your Woman,2007,6.0,19713.0
5007743,tt0062177,Ram Aur Shyam,1967,7.2,1056.0
22695715,tt0202932,The Incident,1978,6.6,172.0
2051395,tt0059250,The Hallelujah Trail,1965,6.5,4534.0
24291753,tt0050229,The Careless Years,1957,5.6,234.0
20648586,tt1263704,Stanley Kubrick's Boxes,2008,7.5,1373.0
7447592,tt0027951,Mayerling,1936,7.0,974.0
3865579,tt0039647,My Wild Irish Rose,1947,6.3,439.0
14558212,tt0013629,The Spanish Jade,1922,6.4,45.0
235331,tt0058888,Red Beard,1965,8.3,21674.0
27504492,tt1786668,Cyrano Agency,2010,6.4,1521.0
22697314,tt0196632,Inherit the Wind,1999,7.2,2066.0
1249014,tt0056291,Knife in the Water,1962,7.4,23939.0
18620635,tt0034888,The Impatient Patient,1942,6.6,321.0
9879162,tt0056040,Gritos en la noche,1962,6.0,1840.0
35516437,tt0369204,Aasegobba Meesegobba,1990,7.9,53.0
35785312,tt1477171,Amador,2010,6.7,1069.0
28360743,tt0041379,Fools Rush In,1949,6.3,84.0
28178412,tt1698537,Mamarazzi,2010,5.5,25.0
20634623,tt0138464,George and Mildred,1980,5.9,801.0
35962988,tt0315389,Chhote Sarkar,1974,5.5,23.0
13931033,tt0933033,O Homem Que Desafiou o Diabo,2007,6.6,1032.0
2172156,tt0237376,Kireedam,1989,8.9,8865.0
14109452,tt0035766,Crime Doctor,1943,6.3,601.0
4783144,tt0428579,Suburban Girl,2007,5.4,7822.0
4058835,tt0046799,Boot Polish,1954,7.9,891.0
7583494,tt0430063,Ethan Mao,2004,6.1,637.0
24282238,tt0287152,Yamraaj,1998,5.5,77.0
2642180,tt0189630,Kadosh,1999,6.9,2003.0
24320836,tt0028809,The Shanghai Drama,1938,6.4,129.0
12384049,tt0023899,College Coach,1933,5.8,526.0
15858518,tt0370279,Anbe Vaa,1966,7.2,212.0
29016627,tt0062287,Some May Live,1967,5.7,76.0
16572418,tt0104290,Forever,1992,4.1,161.0
6004372,tt0116442,Grace of My Heart,1996,6.7,4128.0
4473622,tt0068732,Images,1972,7.0,7943.0
33639428,tt0061898,Le Cop on Le Rocks,1967,6.6,84.0
14840648,tt0004674,The Tear That Burned,1914,6.9,42.0
3867110,tt0351080,How They Get There,1997,7.1,1201.0
10366326,tt0021917,God's Gift to Women,1931,5.1,459.0
2093270,tt0058155,The Gorgon,1964,6.4,7149.0
22332882,tt0064840,The Prime of Miss Jean Brodie,1969,7.6,10362.0
11686007,tt0111199,Sioux City,1994,5.8,531.0
9384481,tt0052706,Count Your Blessings,1959,5.0,408.0
8637169,tt0280696,Garage Days,2002,5.8,2937.0
7731853,tt0019074,"Laugh, Clown, Laugh",1928,7.5,2190.0
21752299,tt0054710,By Love Possessed,1961,5.4,659.0
856733,tt0058586,A Shot in the Dark,1964,7.3,31576.0
36320373,tt0025720,Riptide,1934,6.4,691.0
24789247,tt0049289,Half-Fare Hare,1956,6.8,384.0
8887199,tt0031045,The Angels Wash Their Faces,1939,6.1,593.0
28352636,tt0818077,5 Lies,2007,4.6,236.0
20018854,tt1074201,It's Breaking News,2007,5.6,67.0
76345,tt0067741,Shaft,1971,6.6,21497.0
24021571,tt1407061,Just Wright,2010,5.9,15865.0
1854612,tt0118824,Casper: A Spirited Beginning,1997,4.5,4608.0
11696799,tt0115750,Breaking the Surface: The Greg Louganis Story,1997,6.2,727.0
4926447,tt0044420,The Big Trees,1952,5.7,1883.0
10594195,tt0254179,Betaab,1983,6.5,697.0
1226289,tt0163983,Bless the Child,2000,5.1,15523.0
20579729,tt0242309,Bhagwan Parshuram,1970,8.5,21.0
20393685,tt0015312,Secrets,1924,6.4,267.0
29273489,tt0010103,Eyes of Youth,1919,5.8,709.0
35987606,tt0252221,Alibaba Aradajanu Dongalu,1994,7.0,109.0
26726624,tt4243196,Bangali Babu,2002,6.9,28.0
30351781,tt0014007,The Drums of Jeopardy,1923,6.8,11.0
3475071,tt0107889,The Program,1993,6.5,11768.0
3319645,tt0321376,Balseros,2002,7.2,635.0
23688100,tt0045248,Totò e le donne,1952,6.5,389.0
2450188,tt0062979,Flesh,1968,5.7,2637.0
34336017,tt0121442,Koko Flanel,1990,6.3,2395.0
44218,tt0028216,San Francisco,1936,7.1,6201.0
1135297,tt0053559,13 Ghosts,1960,6.0,7519.0
906380,tt0125994,The Emperor's Shadow,1996,6.9,738.0
7882413,tt0430895,Aurore,2005,7.3,1709.0
31094908,tt0181658,The Living Christ Series,1951,6.4,89.0
33773022,tt1583737,Unforgivable,2011,5.8,831.0
19837210,tt0374180,Romasanta,2004,5.2,3713.0
9215946,tt0077952,Movie Movie,1978,6.4,1306.0
29024029,tt0291891,Ente Mohangal Poovaninju,1982,5.6,33.0
7014201,tt0109739,Ernest Goes to School,1994,4.6,3011.0
15948971,tt0013759,White Eagle,1922,5.0,22.0
15790701,tt0018859,Eagle of the Night,1928,5.5,21.0
24732078,tt0068774,Journey,1972,5.9,70.0
7752732,tt0790804,The Comebacks,2007,4.3,12129.0
11220896,tt0896909,Baba Kalyani,2006,5.6,645.0
19576505,tt0154413,Dil Daulat Duniya,1972,7.0,75.0
20271784,tt0078907,Les Bronzés font du ski,1979,7.4,9341.0
9678161,tt6823322,Maanbumigu Maanavan,1996,6.7,692.0
31633054,tt0114872,Voodoo,1995,4.6,714.0
20581194,tt0369446,Ganga Tera Pani Amrit,1971,4.6,14.0
4038269,tt0784810,Before the Light Turns Green,2000,7.5,9.0
3809621,tt0368619,Brides,2004,7.6,5062.0
7082486,tt0907618,Aadavari Matalaku Ardhalu Verule,2007,7.5,1481.0
21209475,tt0024915,British Agent,1934,6.1,795.0
1957472,tt0117201,Norma Jean & Marilyn,1996,6.0,2851.0
9086301,tt0021920,Goldie,1931,5.3,175.0
31196941,tt0360051,Suryaa: An Awakening,1989,6.5,59.0
1307956,tt0368658,Stage Beauty,2004,7.1,10829.0
15890474,tt1532901,Asbury Park,2010,7.5,12.0
20694087,tt1613110,Kanden Kadhalai,2009,5.6,452.0
2216254,tt0113463,Jefferson in Paris,1995,5.7,3231.0
28530363,tt1441912,The Way,2010,7.3,35903.0
23435357,tt1343362,Do Knot Disturb,2009,3.7,1330.0
30548208,tt1007029,The Iron Lady,2011,6.4,114299.0
29499560,tt0082237,Dawn of the Mummy,1981,3.8,1357.0
27064671,tt1820446,Four Friends,2010,3.8,289.0
2524925,tt0113596,The Land Before Time III: The Time of the Great Giving,1995,5.6,6690.0
4002677,tt0053354,The 39 Steps,1959,6.6,2464.0
1964091,tt0435705,Next,2007,6.2,168231.0
26687336,tt1773109,Yamla Pagla Deewana,2011,5.7,4667.0
9404578,tt0030341,The Lady Vanishes,1938,7.7,58161.0
1094668,tt0249371,Asoka,2001,6.4,15486.0
7267251,tt0493027,Moonshine,2006,7.3,91.0
6721185,tt0109913,Go Fish,1994,5.7,2373.0
3917900,tt0445946,The Contract,2006,5.6,26336.0
7173668,tt0022758,Chess-Nuts,1932,6.6,306.0
1378672,tt0160611,Ordinary Decent Criminal,2000,6.3,14491.0
30729485,tt0101294,Alice Through the Looking Glass,1987,5.4,207.0
24272584,tt0254982,Bala Nagamma,1942,6.8,26.0
1641416,tt0033260,A Wild Hare,1940,7.7,1943.0
7939249,tt0021182,Night Owls,1930,7.5,1797.0
22358819,tt0800320,Clash of the Titans,2010,5.8,295425.0
9962209,tt0089794,A King and His Movie,1986,7.0,507.0
1748912,tt0058262,The Killers,1964,7.0,9606.0
706803,tt0119173,G.I. Jane,1997,6.0,88437.0
25716411,tt0088222,Typhoon Club,1985,7.0,1167.0
29508267,tt0094165,Too Outrageous!,1987,6.2,55.0
5933936,tt0787498,Not Like Everyone Else,2006,6.0,546.0
20206687,tt0042784,Never a Dull Moment,1950,5.6,709.0
1851703,tt0120834,Snow Falling on Cedars,1999,6.7,14660.0
9201207,tt0025893,The Thundering Herd,1933,5.6,340.0
20437960,tt0071096,The Abdication,1974,6.2,377.0
6638546,tt0112828,Deadly Outbreak,1995,4.8,617.0
3917873,tt0062803,Chitty Chitty Bang Bang,1968,6.9,51530.0
5363369,tt0080157,Yanks,1979,6.4,3768.0
7266768,tt0119644,Meet Wally Sparks,1997,5.2,3881.0
14217965,tt1746585,The Ammunition Hunters,1971,7.3,11.0
10205199,tt0061537,The Red and the White,1967,7.5,4035.0
5596675,tt0417202,TiTo,2004,7.2,3750.0
444919,tt0045077,The Redhead from Wyoming,1953,6.1,673.0
3670013,tt0059252,Harlow,1965,5.6,1081.0
11599737,tt1077071,26 Years Diary,2007,6.2,137.0
1033477,tt0335121,Godsend,2004,4.8,26715.0
29419841,tt1423953,Liar Game: The Final Stage,2010,7.1,1367.0
27498733,tt0089950,Sac de noeuds,1985,5.3,307.0
12287578,tt0369258,Bal-Can-Can,2005,7.6,2796.0
9751550,tt0066950,Blackie the Pirate,1971,5.2,2284.0
24300269,tt0096294,Track 29,1988,5.8,2547.0
24257335,tt0045838,The Great Game,1953,6.2,111.0
6613755,tt0099155,Bloodfist II,1990,4.9,822.0
28010827,tt1646926,Open Season 3,2010,5.0,13618.0
11467890,tt0064916,Sabata,1969,6.7,5817.0
33152192,tt1291643,Niloofar,2008,6.4,136.0
14710585,tt0083168,Tanya's Island,1980,4.0,457.0
1097249,tt0049152,Don't Knock the Rock,1956,5.7,425.0
6973699,tt0092559,And God Created Woman,1988,4.4,2171.0
34694618,tt0052136,Du rififi chez les femmes,1959,6.3,73.0
33096336,tt1588334,"Jeff, Who Lives at Home",2011,6.4,65806.0
5181423,tt0046673,Aar-Paar,1954,6.6,364.0
9899642,tt0057504,Live It Up!,1963,5.6,194.0
21132951,tt0248673,Aparan,1988,7.9,498.0
7154611,tt0036135,The Man in Grey,1943,6.5,1634.0
33459944,tt2109200,Shakal Pe Mat Ja,2011,5.3,47.0
7521477,tt0023802,Betty Boop's May Party,1933,6.8,228.0
22592501,tt1346961,The Eclipse,2009,6.0,3169.0
1904367,tt0100557,Das schreckliche Mädchen,1990,7.3,2808.0
28542372,tt0370919,Magyar vándor,2004,5.5,4061.0
9104619,tt0022246,Palmy Days,1931,6.8,681.0
20695394,tt0035335,Silver Queen,1942,5.7,210.0
34235410,tt2042447,The Amityville Haunting,2011,2.6,2527.0
24207129,tt1315981,A Single Man,2009,7.5,119021.0
25736891,tt0425656,Wrestling,2008,5.9,93.0
7280802,tt0141996,Wolfman,1979,3.0,450.0
1533733,tt0032811,The Mortal Storm,1940,7.7,6229.0
10706435,tt0418698,Ganga Ki Lahren,1964,7.0,42.0
5464664,tt0033389,Billy the Kid,1941,5.7,1083.0
27290119,tt0030457,Mollenard,1938,7.4,333.0
24051028,tt0052005,No Time for Sergeants,1958,7.5,4579.0
29801922,tt0116557,The Conquest,1996,2.6,1175.0
14734420,tt0052069,Pies and Guys,1958,5.9,266.0
7536753,tt0339976,10 Minutes,2002,7.7,1241.0
8763366,tt0084171,Jekyll and Hyde... Together Again,1982,6.1,1447.0
17711304,tt0026922,Rendezvous,1935,6.6,1074.0
7876902,tt0245682,Abhilasha,1983,7.8,257.0
25847898,tt0069052,Tora-san's Dream-Come-True,1972,6.7,120.0
13293417,tt0054119,Innocent Sorcerers,1960,7.3,1616.0
24009114,tt0038126,Strange Illusion,1945,6.2,1175.0
22644907,tt0107331,The Little Blonde Dead,1993,6.7,1121.0
9408752,tt0455913,Bastards of the Party,2005,8.1,556.0
5774478,tt0447544,Wetback: The Undocumented Documentary,2005,7.6,151.0
25075517,tt0039486,If Winter Comes,1947,6.3,820.0
1169305,tt0258850,Okinawa Rendez-vous,2000,6.0,528.0
22378288,tt0196645,Istoria mias zois,1965,6.1,114.0
19036329,tt0050483,The Happy Road,1957,5.9,469.0
12771649,tt0430918,Berkeley,2005,4.9,273.0
33023297,tt0072148,Seytan,1974,4.5,1210.0
11227773,tt0342535,Wisdom of the Pretzel,2002,6.2,222.0
9889964,tt0099080,Baaghi: A Rebel for Love,1990,5.8,1861.0
28388755,tt1619037,Nice Guy Johnny,2010,6.2,1902.0
5884079,tt0814022,Bangkok Dangerous,2008,5.3,58621.0
1781048,tt0064155,Charro!,1969,5.6,2454.0
29661508,tt14787854,Seenu,2000,5.5,10.0
28024741,tt1106782,Hole in the Paper Sky,2008,6.9,175.0
15670779,tt0200720,The House of Mirth,2000,7.0,8194.0
31227417,tt0036661,Boogie-Woogie Dream,1944,7.1,73.0
17807776,tt1077089,The Magic Hour,2008,7.1,1769.0
2553539,tt0009018,A Dog's Life,1918,7.6,9893.0
14709757,tt0106460,Bonanza: The Return,1993,5.7,353.0
32956142,tt0084263,Lonely Fifteen,1982,6.5,110.0
17635680,tt0051368,Young Breasts,1958,7.2,39.0
8316526,tt0074798,Lifeguard,1976,6.6,1859.0
817057,tt0082869,Outland,1981,6.6,33008.0
29004995,tt1610452,Band Baaja Baaraat,2010,7.2,18430.0
399402,tt0042332,Cinderella,1950,7.3,176998.0
1222278,tt0084868,Vincent,1982,8.2,24661.0
13726036,tt0005315,Fatty's Plucky Pup,1915,6.1,268.0
8437284,tt0872190,Cash,2007,3.4,2115.0
937852,tt0257924,Mister Smile,1999,5.8,32.0
7586366,tt0775437,Boys Life 5,2006,7.0,233.0
4200912,tt0271884,Zebra Lounge,2001,4.7,2168.0
7844547,tt0187514,Sleeping Beauties,1999,6.5,232.0
3163300,tt0072667,Attack on Terror: The FBI vs. the Ku Klux Klan,1975,7.5,190.0
22342112,tt0071991,Petersen,1974,6.5,174.0
4836072,tt0058385,My Fair Lady,1964,7.7,103112.0
2121431,tt0119324,The House of Yes,1997,6.5,8927.0
5446828,tt0479495,Matters of Life and Death,2007,7.4,216.0
31782747,tt0038023,Resan bort,1945,5.1,21.0
7323666,tt0044659,Gift Wrapped,1952,7.2,898.0
18579003,tt0050450,The Good Companions,1957,5.7,151.0
29804533,tt0031253,Drunk Driving,1939,6.5,185.0
5923472,tt0959281,Allari Pidugu,2005,2.4,427.0
6644109,tt0434292,Princesas,2005,6.9,5697.0
14544711,tt0226875,Female Prisoner Scorpion: Beast Stable,1973,7.0,2185.0
35618397,tt0154532,Ghar Sansar,1986,5.3,104.0
21426256,tt0070377,Maurie,1973,7.9,94.0
9985474,tt0062820,The Committee,1968,6.1,231.0
11361551,tt0032285,Brother Orchid,1940,7.0,3249.0
3340222,tt0036506,Day of Wrath,1943,8.1,11311.0
1132138,tt0329737,It's a Very Merry Muppet Christmas Movie,2002,6.3,4691.0
13457871,tt0057055,Father Came Too!,1964,6.2,347.0
736262,tt0090103,The Sure Thing,1985,7.0,22504.0
4360088,tt0401711,"Paris, je t'aime",2006,7.2,74949.0
17007014,tt0025773,She Learned About Sailors,1934,5.6,66.0
21088136,tt0079679,Autumn Marathon,1979,7.8,3736.0
2262277,tt0096028,Salaam Bombay!,1988,7.9,10260.0
5125134,tt0643102,Dance of the Dead,2005,5.0,4649.0
