wikipedia_movie_id,Director,Gender
2448202,Henry Jaglom,M
1353671,Aziz Mirza,M
1855272,Zhang Yuan,M
7995974,Pier Paolo Pasolini,M
19576286,Arne Skouen,M
30283732,Lenin Rajendran,M
24190433,Albert Herman,M
25746157,Michael Pressman,M
6559084,John Henderson,M
28745329,Reginald Fogwell,M
9310441,"Ermanno Olmi , Abbas Kiarostami and Ken Loach",M
2550894,Meiert Avis,F
1994218,Anna Melikyan,F
25080789,John Hough,M
34549050,Albert Pyun,M
23085449,Pirjo Honkasalo Pekka Lehto,F
1014972,Jacques Perrin Jacques Cluzaud Michel Debats,M
2313750,John Singleton,M
580960,Todd Haynes,M
1614013,Martin Davidson,M
26906212,Kermit Christman Del Tenney,M
6191993,Mark Griffiths,M
24517581,Bryan Forbes,M
9671700,Ezio Massa,M
1134100,George W. Hill (uncredited),M
99464,Franklin J. Schaffner,M
31707848,Robert Butler,M
25587599,Toivo Särkkä,M
5008268,Feroz Khan,M
13065851,James D. Davis Larry Semon,M
579127,Alfred Hitchcock,M
17736587,Henry King,M
8641297,John Sturges,M
22092889,Eduardo De Filippo,M
58865,Oliver Stone,M
1858763,John Carpenter,M
14632340,Cecil B. DeMille Cullen Tate (asst. director),M
2398332,John Guillermin,M
4565249,John Gilling,M
5969123,Sammo Hung,M
234827,Patrice Leconte,F
5003046,Ken Russell,M
25718062,Arne Skouen,M
8913027,Glenn Jordan,M
13788689,Rahul Bose,M
3511234,Richard Brooks,M
3333681,Mike Binder,M
8691806,Alan Crosland,M
24607608,Ron Brown,M
1769928,Michael D. Moore,M
31197299,Shawn Ku,M
5558503,Didier Bourdon Bernard Campan,M
32160153,K. Biju,M
6714641,James Steven Sadwith,M
26402297,Julian Roffman,M
16338862,Victor Vicas,M
16183078,Curtis Harrington,M
18734158,Mark A.Z. Dippé,M
3095818,Lucky McKee,M
16055802,Patrick Lussier,M
35365083,Milagros Mumenthaler,F
23878965,Steve Rash,M
679636,Alejandro Amenábar,M
25803545,Stuart Hazeldine,M
7784121,Jordan Melamed,M
15547337,Tao Ruspoli,M
26017324,Jeffrey Roth,M
30519609,Fazil,M
16202712,Pat Jackson,M
19495874,Jon Iversen Alice O'Fredericks,F
3716963,Tonino Valerii,M
18605759,Mario Mattoli,M
7199878,Harry O. Hoyt,M
1270790,Joseph Kane,M
8504201,Robert Enrico,M
20762905,Tony Jaa Panna Rittikrai,M
27858729,Joaquim Dos Santos,M
13903487,Phil Traill,M
9525919,Aníbal Di Salvo,F
16657224,Howard Hawks,M
10806391,Edward F. Cline,M
19347214,Robert F. McGowan,M
5541530,Rob Marshall,M
31448553,Deepa Mehta,F
5403512,Tony Bill,M
8172747,Maurice Pialat,M
7787290,Adrian Shergold,M
11097321,Charles Sturridge,M
4598057,George Cukor,M
4658214,Ram Gopal Varma,M
9800451,Kon Ichikawa,M
3273634,Lloyd Corrigan,M
3961516,Nuri Bilge Ceylan,F
2019849,Russ Meyer,M
24817379,Claude Autant-Lara,M
12259262,Kevin Connor,M
31087394,V. Madhusudhana Rao,M
31916104,Sameer Thahir,M
22506557,George Marshall,M
19652797,Saravana Sakthi,F
161496,Fred Zinnemann,M
467572,Adrian Maben,M
29589854,Derek Kwok Clement Cheng,M
639629,Alan Parker,M
33765211,Doris Wishman,F
22623577,Franklin J. Schaffner,M
26486347,Hrvoje Hribar,M
22280291,Joseph Vilsmaier,M
31855039,Arye Gross Gregory Gieras [ 1 ],M
33002338,D.D. Kashyap,M
18098163,Olly Blackburn,M
32714222,Albert Capellani,M
18775696,Parvati Balagopalan,F
704406,Peter Medak,M
8174133,N. Shankar,M
8579904,Millard Kaufman,M
1198597,John Guillermin,M
9960186,Clifford Smith (as Cliff Smith) Lew Landers (uncredited),M
1585890,Rich Arons Ken Boyer Kent Butterworth Barry Caldwell Alfred Gimeno Art Leonardi Byron Vaughns,M
25808359,Helmut Käutner,M
31306817,Peter Wood,M
10617098,Biren Nag,M
669683,J.M. Kenny,M
24817139,Ken Annakin,M
13328446,Michael Rubbo,M
23848702,Giuseppe Capotondi,M
13033252,Steven Pearl,M
253828,Stephen Sommers,M
20677657,John Herzfeld,M
5486692,Shun Nakahara,M
8457548,Jim O'Brien,M
10036523,Charles M. Jones,M
9862787,Robert Wiene,M
9230147,Richard Thorpe,M
11665713,Lamont Johnson,M
7133211,Phillip Noyce,M
6391489,Andy Sidaris,M
13213647,Robert McKimson,M
6815785,Martin Ritt,M
485540,John R. Leonetti,M
4484593,Herbert Ross,M
1980829,James W. Horne,M
24890661,Georg Tressler,M
702217,Ronny Yu,M
4317405,Kiefer Sutherland,M
910742,Albert Brooks,M
9233302,Don Weis,M
21135479,Alfred E. Green Jack Pickford,M
25248397,Franck Khalfoun,M
33627491,Matthew Spradlin,M
86533,Andrew Fleming,M
11506772,Gary Nelson,M
2711674,James Whale,M
3771009,Robert Wise,M
8844071,Yash Chopra,M
29672807,Anup Sengupta,M
28360228,Manuel Gutiérrez Aragón,M
26136751,Claudia Weill,F
6155040,Eric Stanze,M
15239088,Edward F. Cline,M
33059077,Kang Hyeong-cheol,F
6180965,Kunihiko Yuyama Hiroshi Watanabe,M
26286968,Terence Fisher,M
1246278,Boyd Kirkland,M
15211401,Boaz Yakin,M
35786558,Sidney Salkow,M
1547061,William Dieterle,M
7358580,Scott Coffey,M
29988111,Pedro Almodóvar,M
33820103,Akku Akbar,M
5172934,Guddu Dhanoa,M
22483319,James Hill,M
35908365,Joseph Pevney,M
2572619,Bill Melendez,M
5441734,C. B. Harding,M
9505256,Sandra Gugliotta,F
11893608,Kevin S. Tenney,M
13272614,Boaz Davidson,M
6185648,Joel Oliansky,M
32721932,Jacques Deray,M
8960868,Catherine Cyran,F
2676601,Sam Weisman,M
6612985,Stu Segall,M
14790667,Douglas Jackson,M
27122528,Taylor Hackford,F
2884454,Koji Morimoto,M
21250979,Kinuyo Tanaka,F
25725626,Joseph M. Newman,M
4134129,Jason Priestley,M
31081568,Joseph H. Lewis,M
1045034,Joseph Ruben,M
35569277,Charles Band,M
24005728,Lee Yeon-woo,M
2293553,Anthony Hickox,M
21516811,J. Elder Wills,M
22811616,Dharmesh Darshan,M
9467480,Compton Bennett Andrew Marton,M
4791383,Waris Hussein,M
2721832,Irwin Winkler,M
648781,John Musker Ron Clements,M
351266,Steve James,M
142435,Cameron Crowe,M
3947408,Sidney Salkow Ubaldo B. Ragona,M
8949458,Tom Moore [ 1 ],M
11959704,Christy Cabanne,F
30154876,Earl McEvoy,M
3565365,Martin Ritt,M
20770694,Mitchell Leisen,M
8775148,D. W. Griffith,M
3985182,Robert Markowitz,M
26431171,Robert J. Wilson,M
5455598,George W. Hill,M
29181369,Joe Nussbaum,M
32092686,Billy Bob Thornton,M
32529509,Alan Grint,M
12013299,Yoon Je-kyoon,M
524139,Wes Anderson,M
6256750,Philip Zlotorynski,M
3494241,Harold Young,M
5090136,Suraj Prakash (director),M
1816128,Donna Read,F
13605075,Edmund Mortimer,M
32204150,Elliott Nugent,M
27797576,Alfredo Gurrola,M
20426523,Richard Lowenstein,M
308856,Joel Schumacher,M
76297,Howard Hawks,M
21176707,Jiji Philip,M
23918512,Marco Ferreri,M
4024109,Mark Jonathan Harris,M
5083563,Aram Avakian,M
10105635,Chris Angel,M
32694962,Takashi Miike,M
15881207,David Koepp,M
3585054,Michael Curtiz,M
11965354,Vicente Aranda,M
35106177,The Erwin Brothers,M
3644423,Federico Fellini Alberto Lattuada,M
4186829,Penelope Spheeris,F
16973860,Sean Mathias,M
25993181,William A. Wellman,M
7677914,Phillip Rhee,M
22094548,Michael Haneke,M
19062950,Dani Kouyaté,F
9685347,Don Weis,M
8055027,Michael Cohn,M
35400103,Gyda Christensen Tancred Ibsen,F
14110961,Claude Miller,M
4376322,Gary Sinise,M
1167675,Keisuke Kinoshita,M
24274120,Erik Gandini,M
444061,Peter Fonda,M
10113483,William Friedkin,M
17666052,Michael Simon,M
26250274,Marcus Nash,M
733818,Neil LaBute,M
402731,Thomas Vinterberg,M
19327574,Fred Ashman,M
24043593,Jag Mundhra,M
5241837,Giles Foster,M
10020058,Robert Wise,M
36057878,Ananthu,M
24655985,Scott Zakarin,M
11014779,Curtis Hanson,M
27424154,Montgomery Tully,M
35226968,Sundar C,M
1699805,Josh Becker,M
12586957,Daniel Goldberg Anthony Potenza Julian Schlossberg,M
9864435,Delaney Bishop,F
4969123,Phillip Borsos,M
3783905,Gary Oldman,M
11448958,Lau Lauritzen Jr. Alice O'Fredericks,F
5501312,Daniel Raskov,M
446934,Frank Oz,M
6899858,Feng Xiaogang,M
1394722,Sam Wood,M
10133217,Neil LaBute,M
32316257,Andrew Bujalski,M
24720604,Raj Pippalla,M
34333470,Benjamin Stoloff,M
7421657,George Stevens,M
5526366,George Miller,M
24487080,William S. Hart,M
28132190,Aubrey Scotto,F
33780267,Georg Lhotsky,M
4206902,Charles Bail,M
2411105,Martin Rosen,M
14299217,Alfred J. Goulding,M
33108388,K. Raghavendra Rao,F
18109851,Joe De Grasse,M
26503679,Ruy Guerra,M
29462138,Michael Sucsy,M
34150238,Robert Florey,M
9308623,Radha Mohan,F
208814,George Marshall,M
31984787,Antonio Negret,M
12586991,Nick Moran,M
28946599,Albert de Courville,M
15264095,Andre de Toth,M
8267180,William Witney John English,M
24759030,Marco Bechis,M
3337648,Chuck Jones Maurice Noble,M
2210495,Hugh Harman,M
11507737,Julian Kemp,M
2386526,James Frawley,M
24885677,P. Sukumar,F
15738569,Philippe Mora,M
19507389,Ib Mossin Alice O'Fredericks,F
23664336,Masakazu Hashimoto,M
26607341,Nicolas Gessner,M
28110332,Olaf Lubaszenko,M
15392801,Todd Graff,M
1781790,Ken Loach,M
28088228,F. A. Brabec,M
30714098,Mabrouk El Mechri,M
26307226,K. Raghavendra Rao,F
26006741,Brian G. Hutton,M
2137362,William Hanna Joseph Barbera (uncredited),M
34032253,Frank Tuttle,M
237134,Wim Wenders,M
240173,Ang Lee,M
5609599,Tassos Boulmetis,M
2889278,Volker Schlondorff,M
15534756,Marcel Varnel,M
32102471,Sahil Sangha,M
7039813,Denis Amar [ fr ],M
22644953,Heddy Honigmann,F
5490339,Glenda Hambly,F
7526274,Vasanth,M
31668127,Edward Dmytryk,M
1591858,William A. Wellman,M
104643,William Cameron Menzies,M
5349121,Volker Schlöndorff,M
15205423,Kim Tae-kyun,F
7526692,Robert Clouse,M
748890,Takeshi Kitano,M
22643855,Gerard Rutten,M
2439288,John Milius,M
6503761,Tom Hunsinger Neil Hunter,M
15181889,John Ford,M
9423251,Praveen Nischol,M
27342926,Xu Jinglei,M
1398485,Kirk Wong Jackie Chan ( action ) Bruce Law ( action ),M
13026112,Yukio Mishima Domoto Masaki,M
1071647,Jonathan Demme,M
17038457,William Wyler,M
20904748,Norman Foster,M
8013508,Jules White,M
1929111,Sergio Rezende,M
702117,Sam Raimi,M
21252039,Michael Cacoyannis,M
26806309,Walter Summers,M
12129457,Alain DesRochers,M
29524136,Tsui Hark,F
27544609,Charles Saunders,M
31153515,Mohan,M
27556412,Stephen Frears,M
12273809,Hrishikesh Mukherjee,M
9175946,Arthur Greville Collins,M
464292,Stanley Prager,M
3877823,Ford Beebe,M
35366219,Daniel Haller Uncredited: Roger Corman,M
3264582,Mikael Håfström,M
24517031,Rolf de Heer,M
14437713,Karl DiPelino,M
19566724,Todd Louiso,M
25085189,Lee Sholem Elmo Williams,M
5999816,Phillip Noyce,M
9336733,Steve Sekely,M
17139347,Edward Bernds,M
9006277,John Sayles,M
3814521,Kang Woo-suk,F
9462004,David Hayman,M
8409497,Alain Chabat,M
28207043,Dave Fleischer,M
31532443,Baltasar Kormákur,M
2102101,Stephen Frears,M
1966863,Robert Aldrich,M
12355679,Tibor Takács,M
7244315,Herschell Gordon Lewis,M
2076360,Fred Avery,M
7567720,Tom Gries,M
5026667,Robert Vince,M
13582675,Julien Leclercq,M
24918362,Chad Kapper,M
4121318,Blair Treu,M
9231229,Raoul Walsh,M
15372043,Kim Ki-young [ 1 ],F
23757372,Peter Godfrey,M
15087533,Leslie Fenton King Vidor,F
13265530,Peter Bratt,M
1826578,Christian Duguay,M
6149264,Peter Mervis (as The Mallachi Brothers),M
8160176,Vijay Sadanah,M
1563948,Josef von Sternberg,M
31229180,Gene Nelson,M
3091469,Don Jurwich,M
2170376,James Melkonian,M
4806533,Todd Kessler,M
20581388,Rajendra Bhatia,M
17514558,Wong Ching Po,M
33233116,Graeme Campbell,M
25504132,E. V. V. Satyanarayana,M
3717069,Michael Caton-Jones,M
1123274,Alfred L. Werker,M
9536996,Isaac Julien,M
17719480,Leslie Goodwins,F
10620414,Randhir Kapoor,M
3130659,Peter Hewitt,M
19612846,Joshua Logan,M
23596747,Robert Hartford-Davis,M
26093579,John D. Hancock,M
23920659,Sajid Khan,M
42222,Ted Demme,M
25011242,George Seaton,M
142453,Peter Cattaneo,M
35307695,Pang Ho-cheung,F
23398644,Kunal Deshmukh,M
8367437,Daniel Tinayre,M
3995273,Tom Hooper,M
142456,Gus Van Sant,M
30921183,Manuel Caño,M
5695189,Lee Stanley,M
2289802,Monte Hellman,M
602789,Seth Holt,M
2456645,Michael Tuchner,M
212981,Silvio Narizzano,M
5452372,Alexander Dovzhenko,M
6183685,J. Michael Straczynski,M
1056023,Walter Hill,M
22519445,Ingmar Bergman,M
7545201,Basil Dearden,M
16846172,Frank R. Strayer,M
5638224,T. C. Frank,M
9475801,Fred F. Sears,M
11218076,Kanak Mishra,F
23991059,Derek N. Twist,M
9571945,Rob Marcarelli,M
28284724,Chor Yuen,F
244897,Kyle Newman,M
6851519,Anders Nilsson,M
5434141,Murray Ball,M
21678090,James Hong William Rice,M
2620748,Thomas Carter,M
21417215,Robert Clampett,M
247098,Alfred Hitchcock,M
19517244,Christopher Cannucciari,M
8475195,Carl Froelich Arzén von Cserépy,M
20376049,Zdravko Šotra,M
3408831,Bryan Gordon,M
25830253,Mary Lambert,F
14339420,Delbert Mann,M
30581814,Virgil Vogel,M
1572988,John Maybury,M
23306242,Maud Linder,F
26484626,Cordell Barker,M
6372770,Gordon Chan,M
1729915,Caroline Link,F
32552640,Hisashi Saitō (chief) Tetsuya Yanagisawa,M
2995378,Steve Sekely,M
24560119,John Cromwell A. Edward Sutherland,M
1317987,Brian De Palma,M
24112022,Vernon Sewell,M
26980914,Mark Stuart,M
21131420,Leopold Lindtberg Elizabeth Montagu,F
8908268,Fernando Merino,M
18189325,J. Gordon Edwards,M
31441120,T. C. Christensen Gary Cook,M
25584574,Philip Dunne,M
1009041,David Fincher,M
5649709,Dave Fleischer Animation directors Seymour Kneitel Willard Bowsky Tom Palmer Grim Natwick William Henning Roland Crandall Thomas Johnson Robert Leffingwell Frank Kelling Winfield Hoskins Orestes Calpini,M
26803725,Deepak Shivdasani,M
9584958,Rajkumar Kohli,M
11026130,Tim Pyle,M
27996159,George Archainbaud,M
30578992,Tony Krantz,M
8317598,Robert Redford,M
32749419,Renuka Jeyapalan,F
30102706,Georges Hachem,M
31940428,Tolga Örnek,M
9103852,Bruce Beresford,M
6414765,Ken Russell,M
662329,K. Viswanath,F
23378582,Richard Fleischer,M
77609,Howard Hawks,M
9085843,Alexander Hall,M
74537,Terry Gilliam,M
30814316,P. N. Ramachandra Rao,F
35757391,T. Rama Rao,F
10053758,Kostas Andritsos,M
8966172,Josh Klausner,M
27500266,Sam Dunn Scot McFadyen,M
23587009,Charles Band,M
13243094,John Gray,M
1459441,George Marshall,M
8701507,Lizzie Borden,F
8150464,Chandra Siddhartha,F
15703732,Clive Donner,M
345105,Tom McLoughlin,M
1530068,William Beaudine,M
9031071,Gary Trousdale,M
29842235,Brian A Miller,M
1246480,Paul Weiland,M
14231343,Jimmy Nickerson,M
28212897,Anurag Kashyap,M
17521509,Anthony Page,M
28302512,George Blair,M
12737417,Farouq Siddique,M
7156316,Erle C. Kenton,M
15585766,Charles Chauvel,M
9776644,Bryan Bertino,M
25230514,George Miller,M
12746552,Robert Vincent O'Neil,M
11224264,Sam Newfield,M
2691895,Kong Su-chang,M
36108753,Subodh Mukherji,M
3055521,William A. Wellman,M
1088952,Paul Verhoeven,M
19248507,Laslo Benedek,M
433824,Renny Harlin,M
17594022,Philip Dunne,M
21022163,Carl Reiner,M
35369925,Subodh Mukherji,M
20453607,Ernest Morris,M
17884583,Kunaal Roy Kapur,M
5169996,Randall Wallace,M
5144617,Ethan Wiley,M
2592877,Jeff Franklin,M
36057875,Suraj,M
10200200,Vicente Aranda,M
6506680,Zheng Junli,M
11657836,Mahesh Manjrekar,M
6435577,Del Lord,M
28684625,Walter Fyrst,M
13501880,John Ford,M
10153657,Ritwik Ghatak,M
32024949,Ravikant Nagaich,M
4055526,Frank Henenlotter,M
22125945,Lino Brocka,M
197558,Pete Docter,M
2056428,Henry King,M
30298630,Phil Karlson,M
36035782,Douglas Jackson,M
18985952,Malcolm St. Clair [ a ],M
3235479,Robert McKimson,M
9650926,Deepu Karunakaran,M
25780123,Linas Phillips,M
17041345,Mark Rosman,M
3512562,Rolf de Heer,M
23690982,Joseph Kane,M
6896041,Arthur Allan Seidelman,M
29654889,Bitto Albertini Kuei Chi-hung [ 1 ],M
2866433,Robert McKimson,M
2659131,Philippe Labro,M
14347179,Mahesh Bhatt,M
4939826,Zdravko Šotra,M
639796,Robert Rodriguez,M
25614482,Serge Élissalde and Grégoire Solotareff .,M
593964,Andrei Tarkovsky,M
2135286,Franco Amurri,M
16703150,Arnold Laven,M
35715425,A. C. Tirulogchander,M
18934305,Harry Beaumont,M
33735429,Wojciech Smarzowski,M
19740040,Vicky Jewson,F
14746678,Jules White,M
17700011,Leigh Jason,M
5009426,Mariano Baino,M
359005,Gordon Flemyng,M
28221151,Vittorio Caprioli Gianni Puccini,M
1454732,Nancy Hower,F
6189418,David Raynr,M
4133698,Fred Walton,M
27226283,Richard Thorpe,M
19174558,Roy Ward Baker (as Roy Baker),M
25860938,John Kent Harrison,M
7517898,Nick Castle,M
24230624,Souleymane Cissé,M
226202,Jon Turteltaub,M
31710898,Sidney Morgan,F
6081230,Christopher Menaul,M
10561709,Vicente Aranda,M
14137409,Agnieszka Holland,F
7122662,George Stevens,M
34205735,Jack King,M
19496117,Alice O'Fredericks,F
737840,Anthony Waller,M
27602393,Gareth Edwards,M
28855740,Maurice Hamblin,M
28927727,L Suresh,M
35838963,William Marshall,M
34279327,Supavitra Babul,M
2510700,Lou Antonio,M
10555625,Brij,M
2530377,Wayne Wang,M
11451131,Charlie Chaplin,M
9579854,Tom Gries,M
3069423,Matthew Robbins,M
1986380,Sam Peckinpah,M
22391388,Krzysztof Zanussi,M
22364172,Harry A. Pollard,M
3649527,Luis Buñuel,M
26764519,Jean Pellerin,F
34012255,Girish Trivedi,M
451821,Jeff Schaffer [ 1 ],M
2168783,Menahem Golan,M
2571348,Wayne Wang,M
19164879,Samuel Fuller,M
16975168,Reggie Entienza,M
10592815,Tinnu Anand,M
27214582,A. K. Lohithadas,M
2314982,Michael Crichton,M
740744,P. J. Hogan,M
13713239,Ridley Scott,M
7344453,Michel Kammoun,M
31129806,Christian de Chalonge,M
3377341,Satyajit Ray,M
15202473,Jack Conway,M
25696026,Les Bernstien,M
30928961,Timur Bekmambetov,M
20372296,Shaji Kailas,M
893465,Paddy Breathnach,F
19729210,John Erman,M
21674325,Alfred Weidenmann,M
11476109,Po-Chih Leong,M
3820793,John Berry,M
797951,Jacques Godbout,M
2920309,Christopher Monger,M
35291040,Smeep Kang,F
3826340,Shirley Sun,F
16205281,Robert Ellis Miller,M
11993205,Jan Troell,F
26991687,Kevin Connor,M
33650845,Chitra Lakshmanan,F
14616387,George Mihalka,M
17475229,H. Bruce Humberstone,M
19159383,Gerald Thomas,M
20181941,Sanjay Leela Bhansali,F
18915082,Oren Moverman,M
22397441,Nicholas Jasenovec,M
11543613,John Power,M
15867408,Ernst Lubitsch,M
8673987,Anil Matto,M
27875557,Jean Rollin,F
22932043,Raoul Walsh,M
14414707,Cai Shangjun,M
22829945,Sheldon Wilson,M
23409028,Emmanuel Mouret,M
2116383,Jean-Claude Van Damme,M
2259324,David Beaird,M
6827301,Chris Gorak,M
4111583,Chris Hall,M
1482794,Norman Z. McLeod,M
8442800,Donald Wrye,M
8174574,Edward F. Cline [ 1 ],M
3148833,Howard Storm,M
6704984,Jean-Pierre Limosin,M
4969590,Abel Gance,M
18206216,Barry Bowles,M
19843961,Wolfgang Schleif,M
42293,Fred Zinnemann,M
4213183,Mario Monicelli,M
22833618,João Pedro Rodrigues,M
1344667,Josh Oreck,M
25340063,Habib Azar,M
23278047,Mehul Kumar [ 1 ],M
33403400,Mike Flanagan,M
24007839,Sidney Gilliat,M
42294,Billy Wilder,M
24179399,Aviva Kempner,F
14469100,Alexander Hall,M
4205176,Jonas McCord,M
7806783,Vivek Agrawal,M
4943020,Khoo Koh,M
21800088,Richard Boleslawski Charles Brabin (uncredited),M
17180952,Ian Fitzgibbon,M
25169565,Max Allan Collins,M
31647083,K. S. Sethumadhavan,F
12843074,Ted Tetzlaff,M
7367283,Terence Fisher,M
9148637,Yee Chung-Man,M
18732813,Francesco Rosi,M
21538066,Delbert Mann,M
2952125,Peter Yates,M
14067873,Buster Keaton Charles Lamont,M
27237236,Dinesh Baboo,M
4306647,Michael Winterbottom Mat Whitecross,M
22830026,Daniel Barnz,M
11693369,David Miller,M
26742350,Barry Sonnenfeld,M
21752088,Richard T. Heffron,M
18688654,Mario Mattoli,M
15945947,Michael Rymer Hunter Carson,M
10628498,Ken Olin,M
25583720,Tulsi Ramsay Shyam Ramsay,M
26069958,Gordon Douglas,M
22336327,Jon Gunn,M
17909208,Herbert Wilcox,M
4241594,Andy Warhol,M
3695000,Gerald Thomas,M
33396161,Satyen Bose,M
22377735,Michael Curtiz,M
33477331,Hans Deppe,M
298566,Satoshi Kon,M
14628378,Henry Hathaway,M
2893499,Richard Attenborough,M
7211042,Dave Fleischer Seymour Kneitel (animation),M
12930887,Alain Resnais,M
30855569,Shinji Aoyama,M
22716058,Burgess Meredith Charles Laughton (uncredited) [ 1 ],M
2006607,Sidney Gilliat,M
2216294,Matt Reeves,M
11632998,Uday Ananthan,M
30982717,Zoltan Korda,M
20949119,Sergei Yutkevich,M
23624423,Jafar Panahi,M
14240828,John Cromwell,M
1164544,James Mangold,M
24133099,Bruce Neibaur,M
26442294,Ford Beebe Ray Taylor,F
6515400,Fletcher Markle,M
682280,Alan J. Pakula,M
34237791,Dasari Narayana Rao,M
2880294,Victor Nunez,M
590462,Robert Rodriguez,M
479757,Guillermo del Toro,M
30981472,David Dhawan,M
26286855,Joel Rapp,M
25012178,Jack Arnold,M
32450833,Russ Mayberry,M
29270563,Tony Gilroy,M
28651451,Menahem Golan,M
21181180,George Cukor Louis J. Gasnier,M
28261033,Anthony Asquith,M
3915041,Brad Fraser,M
10592906,Hrishikesh Mukherjee,M
7906,George Marshall,M
3520792,LeVar Burton,M
16345566,Syamsul Yusof,M
548669,Marco Brambilla,M
17643352,Mahesh Bhatt,M
9987816,Del Lord,M
31473316,Greg Lamberson,M
2750041,Christopher Nolan,M
27989050,K. Bapaiah,F
13492995,John Ford,M
17890259,Joseph Losey,M
19074682,Robert Z. Leonard,M
2046252,Jean-Pierre Melville,M
24480838,Darren Aronofsky,M
3691494,Richard Shepard,M
26553351,Richard Quine,M
11480694,Ayan Shakhmaliyeva,M
11143098,S. P. Muthuraman,F
1252914,Steven Spielberg,M
9962683,Devendra Goel,M
1439062,Kenneth J. Berton,M
469019,Jonathan Frakes,M
25664167,William Markus,M
10099627,Bob Kellett,M
11143095,M. A. Thirumugam,M
1553752,Rick Castro Bruce LaBruce,M
2368824,Kevin Carlin,M
19998351,Apurba Kishore Bir,M
20072112,Jeff F. King,M
18410093,Terence Young,M
5659888,Alex Kendrick,M
33975332,James Cruze,M
12149364,Peter Hewitt,M
461335,Wes Craven,M
1188139,Bob Gale,M
28323453,Walter West,M
13204790,Philippe Aractingi,M
18841979,Daniel Myrick Eduardo Sánchez,M
18349457,Jud Taylor,F
550486,Dave McKean,M
19999681,Jonas Elmer,M
14568591,William Keighley,M
18813201,Liz Garbus Wilbert Rideau Jonathan Stack,M
25354309,Joseph Merhi,M
13343441,Luigi Zampa,M
6101136,Franz Seitz Sr.,M
29885413,Ravi Chopra,M
13793627,"Roscoe ""Fatty"" Arbuckle",M
22854145,Dana Brown,F
36308227,Lakshmy Ramakrishnan,F
14415897,Sam Wood,M
32488081,James Kirkwood,M
11143094,K. Vijayan,F
12687445,Joshua Michael Stern,M
28221890,Raj N. Sippy,M
34789588,V. Sekhar,M
14400034,Hal Roach,M
6963814,Peter Godfrey,M
1433602,Yahoo Serious,M
6852733,Selva,F
29588452,Nadine Labaki,F
19954412,Curtis Harrington,M
16731304,Jules Dassin,M
24313378,John G. Thomas,M
21072520,Martin Šulík,M
352505,Robert Allan Ackerman,M
2306889,Kirsten Sheridan,F
7543423,Robert Mulligan,M
10299365,Clarence G. Badger,M
20354568,Jerome Epstein,M
5674771,George Sherman,M
8337806,Kenneth Johnson,M
14873897,Jennifer Flackett Mark Levin,F
18997171,Kunal Shivdasani,M
797349,Daniel Petrie,M
623452,Ridley Scott,M
16595768,John Ford,M
7809109,George Roman Samilski,M
15107248,Dennis Law,M
23609525,Mikhail Schweitzer,M
74028,Ida Lupino,F
22042951,Greg Robbins,M
14246985,Jules White,M
226562,Ron Shelton,M
32947865,Tancred Ibsen Einar Sissener,M
24980367,Norman McCabe,M
32582218,Matthew Hope,M
3082358,Paul Schrader,M
4524798,Alan Crosland,M
2951156,Ikuo Kuwana,F
23890141,Leslie Hope,F
6522801,Jac Zacha,M
23003333,Robert McKimson,M
4210830,Bill Hinzman,M
19069841,Francis Searle,M
17617782,George B. Seitz,M
12431569,Gilbert Cates,M
13463471,Carlos Ruíz Ruíz Mariem Pérez Riera,M
4772244,Trey Stokes,M
35737476,B. Vijay Reddy,M
14356667,Franz Peter Wirth,M
15086592,Leigh Jason,M
165359,Joseph Santley,M
18000201,George Archainbaud,M
32269393,Shibu Mitra,F
5432379,Terry George,M
22172240,John Abraham,M
7014541,Eric Sykes,M
8060080,Harley Cokeliss (as Harley Cokliss),M
7198674,Dick Lowry,M
19924729,Ellis R. Dungan,M
8311612,P. Ramlee,F
5440306,Douglas Heyes,M
4717461,Edvin Laine,F
2911505,Antonio Margheriti Sergio Corbucci [ 1 ],M
4930872,Poj Arnon,M
24584915,Sydney Pollack,F
18733228,Seymour Friedman,M
479589,Robert Shallcross,M
16791551,Aubrey M. Kennedy,F
386476,Robert Aldrich,M
1223386,Gregg Araki,M
5618198,Marshall Lewy,M
24652213,Michael Carreras,M
21481795,Rachid Bouchareb,M
5150901,J. Lee Thompson,M
18798319,Robert McKimson,M
28848113,Yoon Jae-yeon,M
4887781,John Golden [ 1 ],M
1039551,Mike Binder,M
17810059,Philippe de Broca,M
594815,Robert Zemeckis,M
14895531,W.S. Van Dyke and Rowland Brown,M
9621879,Carl Reiner,M
740824,Sam Raimi,M
17108083,Anatole Litvak,M
34666430,Tim Hunter,M
1214384,Marcel Camus,M
1546725,Takashi Yamazaki,M
8964827,Josh Becker,M
3161156,Albert Brooks,M
1615562,Thomas Haden Church,M
14277334,Catherine Hardwicke,F
24936756,Fernando Colomo,M
19932254,Giorgio Ferroni,M
34087468,Puneet Issar,F
28325902,Thomas Bentley,M
66853,Francis Ford Coppola,M
10444955,Davis Guggenheim,M
29287983,Chester M. Franklin,M
11325619,Jamie Meltzer,F
453907,Campbell Scott Stanley Tucci,M
13167404,Dick Richards,M
92605,Sidney Lumet,M
1660935,John Brahm,M
18688706,Mario Mattoli,M
3389703,Alfonso Arau,M
8280960,Henry Koster,M
23122976,David Gladwell,M
8928152,Wayne Wang,M
